,cif_id,thermal_stability
0,pcu+N509+E152,406.2865905761719
1,pcu+N123+E122,378.84527587890625
2,pcu+N205+E116,370.7613220214844
3,pcu+N123+E11,427.15533447265625
4,pcu+N205+E1,433.5665283203125
5,pcu+N205+E2,438.5578308105469
6,pcu+N425+E3,405.03875732421875
7,pcu+N123+E92,336.8388671875
8,pcu+N509+E17,435.28765869140625
9,pcu+N509+E35,411.8372497558594
10,pcu+N205+E128,453.23046875
11,pcu+N106+E107,411.1918029785156
12,pcu+N425+E8,395.72314453125
13,pcu+N509+E49,421.86285400390625
14,pcu+N123+E116,405.8562927246094
15,pcu+N106+E168,502.02459716796875
16,pcu+N106+E11,459.16839599609375
17,pcu+N425+E58,401.4028625488281
18,pcu+N509+E116,431.0278625488281
19,pcu+N205+E64,432.40478515625
20,pcu+N425+E152,422.85247802734375
21,pcu+N106+E116,429.3497619628906
22,pcu+N106+E95,352.5979919433594
23,pcu+N106+E29,363.8902587890625
24,pcu+N509+E125,396.0028076171875
25,pcu+N205+E52,406.3726501464844
26,pcu+N123+E8,402.607666015625
27,pcu+N509+E92,415.2795104980469
28,pcu+N123+E58,359.2028503417969
29,pcu+N425+E39,400.7574462890625
30,pcu+N425+E11,435.2016296386719
31,pcu+N123+E128,362.4373779296875
32,pcu+N425+E1,403.5542907714844
33,pcu+N123+E3,402.8443298339844
34,pcu+N106+E17,416.9576110839844
35,pcu+N123+E39,408.2658996582031
36,pcu+N205+E95,392.4960021972656
37,pcu+N425+E52,421.303466796875
38,pcu+N205+E8,379.6090393066406
39,pcu+N106+E152,438.5148010253906
40,pcu+N106+E1,408.610107421875
41,pcu+N205+E29,328.1256408691406
42,pcu+N425+E115,429.5649108886719
43,pcu+N123+E152,396.84185791015625
44,pcu+N205+E4,383.61065673828125
45,pcu+N509+E168,439.33233642578125
46,pcu+N509+E115,433.9107666015625
47,pcu+N509+E1,397.10003662109375
48,pcu+N205+E125,427.9728698730469
49,pcu+N205+E21,416.05401611328125
50,pcu+N509+E155,374.5962219238281
51,pcu+N509+E40,418.07635498046875
52,pcu+N106+E92,389.3979797363281
53,pcu+N205+E84,426.8541259765625
54,pcu+N106+E115,404.3933410644531
55,pcu+N425+E84,461.4919128417969
56,pcu+N123+E107,403.36065673828125
57,pcu+N106+E205,364.3124694824219
58,pcu+N509+E122,353.947998046875
59,pcu+N106+E167,417.430908203125
60,pcu+N205+E51,415.0643615722656
61,pcu+N123+E1,403.9200439453125
62,pcu+N106+E21,417.0867004394531
63,pcu+N425+E17,404.716064453125
64,pcu+N425+E128,433.0932312011719
65,pcu+N123+E4,344.0461120605469
66,pcu+N106+E155,394.5183410644531
67,pcu+N509+E107,365.4123840332031
68,pcu+N205+E39,422.2931213378906
69,pcu+N106+E122,387.74139404296875
70,pcu+N106+E84,491.52569580078125
71,pcu+N123+E91,413.85955810546875
72,pcu+N425+E116,424.2294006347656
73,pcu+N106+E64,402.6937255859375
74,pcu+N205+E17,402.8873596191406
75,pcu+N425+E91,395.4004211425781
76,pcu+N509+E48,444.6678466796875
77,pcu+N205+E91,441.4837646484375
78,pcu+N425+E21,400.9080505371094
79,pcu+N509+E91,389.95733642578125
80,pcu+N205+E49,395.85223388671875
81,pcu+N425+E40,388.6449890136719
82,pcu+N205+E58,422.1640319824219
83,pcu+N509+E4,412.26751708984375
84,pcu+N123+E17,412.43963623046875
85,pcu+N123+E167,390.30157470703125
86,pcu+N123+E155,343.3254089355469
87,pcu+N425+E122,389.2688903808594
88,pcu+N425+E35,399.3375244140625
89,pcu+N123+E49,402.1988830566406
90,pcu+N123+E115,426.0796203613281
91,pcu+N425+E48,395.4649658203125
92,pcu+N509+E21,388.3868103027344
93,pcu+N425+E4,404.7375793457031
94,pcu+N509+E167,436.32037353515625
95,pcu+N205+E155,364.92291259765625
96,pcu+N205+E48,423.71307373046875
97,pcu+N509+E51,385.97723388671875
98,pcu+N425+E29,375.4783020019531
99,pcu+N509+E205,458.65203857421875
100,pcu+N205+E107,413.0420227050781
101,pcu+N425+E155,360.4742126464844
102,pcu+N106+E3,406.63079833984375
103,pcu+N123+E2,391.2266845703125
104,pcu+N425+E167,447.5507507324219
105,pcu+N106+E52,390.4521484375
106,pcu+N123+E84,442.473388671875
107,pcu+N509+E29,372.982666015625
108,pcu+N425+E2,397.63787841796875
109,pcu+N123+E125,395.7876892089844
110,pcu+N205+E3,418.4635925292969
111,pcu+N509+E2,417.2588195800781
112,pcu+N205+E92,347.1656799316406
113,pcu+N205+E167,340.173583984375
114,pcu+N509+E128,420.3998718261719
115,pcu+N123+E21,387.4617004394531
116,pcu+N106+E8,419.84051513671875
117,pcu+N123+E52,387.9995422363281
118,pcu+N106+E35,397.27215576171875
119,pcu+N205+E11,413.902587890625
120,pcu+N509+E39,398.7566223144531
121,pcu+N123+E95,337.355224609375
122,pcu+N106+E128,389.37646484375
123,pcu+N123+E40,422.3791809082031
124,pcu+N425+E125,420.1416931152344
125,pcu+N509+E84,454.7795104980469
126,pcu+N106+E2,420.8731994628906
127,pcu+N106+E49,383.6752014160156
128,pcu+N425+E51,308.65533447265625
129,pcu+N205+E168,426.38079833984375
130,pcu+N205+E205,428.4461669921875
131,pcu+N425+E107,406.1144714355469
132,pcu+N205+E115,429.6079406738281
133,pcu+N106+E4,376.7583923339844
134,pcu+N123+E35,435.93310546875
135,pcu+N425+E92,408.43798828125
136,pcu+N425+E95,352.8561706542969
137,pcu+N106+E125,389.5270690917969
138,pcu+N123+E51,327.4587097167969
139,pcu+N509+E11,419.32415771484375
140,pcu+N509+E3,430.0382080078125
141,pcu+N509+E52,393.9804992675781
142,pcu+N205+E40,366.0093994140625
143,pcu+N425+E64,427.1123046875
144,pcu+N205+E122,369.0778503417969
145,pcu+N106+E40,403.61883544921875
146,pcu+N425+E49,431.93145751953125
147,pcu+N106+E91,399.5956726074219
148,pcu+N106+E51,345.4445495605469
149,pcu+N123+E48,425.00390625
150,pcu+N123+E29,391.0545654296875
151,pcu+N123+E205,396.6697692871094
152,pcu+N205+E152,409.4706726074219
153,pcu+N509+E58,368.921875
154,pcu+N425+E205,436.3633728027344
155,pcu+N123+E168,434.6422424316406
156,pcu+N123+E64,416.6133728027344
157,pcu+N106+E39,409.16949462890625
158,pcu+N205+E35,390.1509704589844
159,pcu+N106+E48,386.90234375
160,pcu+N106+E58,398.0896911621094
161,pcu+N509+E64,391.9366455078125
162,pcu+N509+E95,359.00384521484375
163,pcu+N509+E8,375.8655700683594
164,pcu+N425+E168,430.08123779296875
0,dia+N601+E194,461.9222106933594
1,dia+N2+E27,441.01043701171875
0,acs+N308+E1,414.7631530761719
1,acs+N308+E16,421.9488830566406
2,acs+N421+E47,391.2481994628906
3,acs+N421+E4,356.01873779296875
4,acs+N308+E36,383.9333801269531
5,acs+N308+E225,362.5650939941406
6,acs+N421+E64,384.9875793457031
7,acs+N308+E134,373.38067626953125
8,acs+N308+E188,320.2729797363281
9,acs+N308+E20,420.6150207519531
10,acs+N308+E29,426.0365905761719
11,acs+N308+E28,410.0730895996094
12,acs+N421+E95,382.4381408691406
13,acs+N308+E154,356.6695556640625
14,acs+N308+E126,359.7393493652344
15,acs+N421+E218,392.732666015625
16,acs+N308+E95,345.1433410644531
17,acs+N421+E163,386.1923522949219
18,acs+N308+E10,436.9227600097656
19,acs+N421+E20,451.42327880859375
20,acs+N308+E121,409.8149108886719
21,acs+N308+E4,395.4004211425781
22,acs+N421+E171,299.14605712890625
23,acs+N308+E163,363.59307861328125
24,acs+N421+E92,342.3895263671875
25,acs+N421+E69,368.9541320800781
26,acs+N421+E10,334.85955810546875
27,acs+N308+E92,389.1828308105469
28,acs+N308+E64,399.9399108886719
29,acs+N421+E154,385.37481689453125
30,acs+N421+E2,371.1217041015625
31,acs+N308+E52,408.610107421875
32,acs+N421+E36,438.1275329589844
33,acs+N308+E120,334.3862609863281
34,acs+N421+E160,342.8090515136719
35,acs+N308+E49,345.17559814453125
36,acs+N421+E120,321.0474853515625
37,acs+N308+E209,379.4046325683594
38,acs+N308+E158,389.1182861328125
39,acs+N308+E113,406.71685791015625
40,acs+N421+E188,396.0243225097656
41,acs+N421+E108,409.4706726074219
42,acs+N308+E25,416.6994323730469
43,acs+N308+E58,369.50811767578125
44,acs+N421+E134,387.784423828125
45,acs+N308+E69,397.9390869140625
46,acs+N421+E91,409.6427917480469
47,acs+N308+E189,349.8011474609375
48,acs+N421+E81,404.41485595703125
49,acs+N421+E52,375.23089599609375
50,acs+N308+E22,340.9803466796875
51,acs+N308+E23,407.01806640625
52,acs+N421+E9,305.21307373046875
53,acs+N308+E9,403.5758056640625
54,acs+N308+E81,406.5447692871094
55,acs+N421+E158,309.0425720214844
56,acs+N308+E137,370.5354309082031
57,acs+N308+E12,374.7575988769531
58,acs+N421+E130,314.5502014160156
59,acs+N421+E22,386.6226501464844
60,acs+N308+E2,449.874267578125
61,acs+N308+E63,355.47552490234375
62,acs+N308+E160,405.72723388671875
63,acs+N308+E39,406.9320068359375
64,acs+N308+E175,393.9374694824219
65,acs+N308+E97,346.83221435546875
66,acs+N308+E33,333.826904296875
67,acs+N308+E152,391.2481994628906
68,acs+N308+E21,411.2348327636719
69,acs+N421+E33,398.3478698730469
70,acs+N308+E226,318.01397705078125
71,acs+N421+E28,387.5262451171875
72,acs+N308+E205,402.02679443359375
73,acs+N308+E196,418.5066223144531
74,acs+N421+E58,336.7528076171875
75,acs+N421+E121,349.67205810546875
76,acs+N308+E47,403.79095458984375
77,acs+N421+E113,386.041748046875
78,acs+N421+E16,364.4065856933594
79,acs+N421+E168,319.67059326171875
80,acs+N308+E107,402.99493408203125
81,acs+N308+E218,367.2383728027344
82,acs+N308+E34,382.9437255859375
83,acs+N421+E209,399.5956726074219
84,acs+N421+E39,346.176025390625
85,acs+N421+E107,417.430908203125
86,acs+N308+E30,363.4828186035156
87,acs+N308+E168,383.1158447265625
88,acs+N421+E34,397.5088195800781
89,acs+N421+E23,385.8266296386719
90,acs+N421+E189,412.7408447265625
91,acs+N421+E226,349.4354248046875
92,acs+N421+E63,323.19891357421875
93,acs+N308+E114,381.76043701171875
94,acs+N421+E114,387.2465515136719
95,acs+N308+E171,368.039794921875
96,acs+N421+E29,390.8824462890625
97,acs+N421+E49,412.9129638671875
98,acs+N421+E1,383.07281494140625
99,acs+N308+E108,368.91650390625
100,acs+N421+E21,452.11175537109375
101,acs+N421+E25,383.3739929199219
102,acs+N421+E196,341.3460998535156
103,acs+N308+E91,377.3608093261719
104,acs+N308+E130,333.7193298339844
