,cif_id,nitrogen_uptake_1bar_298K
0,pcu+N678+E87,0.21626131236553192
1,pcu+N691+E107,0.23888704180717468
2,pcu+N608+E5,0.1420488953590393
3,pcu+N373+E47,0.10880964994430542
4,pcu+N183+E134,0.15685847401618958
5,pcu+N289+E28,0.22827351093292236
6,pcu+N250+E222,0.15833944082260132
7,pcu+N289+E34,0.24727913737297058
8,pcu+N504+E139,0.17676912248134613
9,pcu+N30+E114,0.08856990933418274
10,pcu+N555+E90,0.369890034198761
11,pcu+N167+E2,0.14188435673713684
12,pcu+N234+E155,0.2134639471769333
13,pcu+N144+E28,0.10272127389907837
14,pcu+N180+E232,0.23880477249622345
15,pcu+N65+E67,0.2992771863937378
16,pcu+N334+E121,0.16245320439338684
17,pcu+N205+E12,0.12016364932060242
18,pcu+N394+E66,0.28265756368637085
19,pcu+N49+E10,0.14007428288459778
20,pcu+N240+E90,0.2855371832847595
21,pcu+N556+E187,0.23008356988430023
22,pcu+N657+E122,0.20770466327667236
23,pcu+N162+E13,0.17380720376968384
24,pcu+N36+E57,0.07326668500900269
25,pcu+N577+E68,0.18565486371517181
26,pcu+N425+E113,0.3014986217021942
27,pcu+N668+E196,0.16442781686782837
28,pcu+N489+E187,0.240285724401474
29,pcu+N341+E57,0.08807623386383057
30,pcu+N183+E216,0.24686776101589203
31,pcu+N384+E96,0.14566901326179504
32,pcu+N668+E181,0.1496182382106781
33,pcu+N612+E131,0.14221346378326416
34,pcu+N521+E216,0.23576058447360992
35,pcu+N148+E182,0.21066658198833466
36,pcu+N447+E184,0.350246787071228
37,pcu+N630+E166,0.10732868313789368
38,pcu+N556+E175,0.20523640513420105
39,pcu+N173+E201,0.14616268873214722
40,pcu+N135+E34,0.18219929933547974
41,pcu+N250+E25,0.2957393527030945
42,pcu+N309+E190,0.25887995958328247
43,pcu+N668+E188,0.16738972067832947
44,pcu+N240+E2,0.19799616932868958
45,pcu+N295+E215,0.2142866998910904
46,pcu+N576+E193,0.098442941904068
47,pcu+N508+E159,0.18499666452407837
48,pcu+N453+E78,0.14484626054763794
49,pcu+N152+E71,0.2167549580335617
50,pcu+N392+E220,0.1474790871143341
51,pcu+N274+E163,0.26315829157829285
52,pcu+N483+E88,0.2121475338935852
53,pcu+N491+E152,0.16409870982170105
54,pcu+N394+E115,0.33547836542129517
55,pcu+N560+E171,0.14945369958877563
56,pcu+N504+E83,0.19552791118621826
57,pcu+N489+E104,0.2121475338935852
58,pcu+N116+E69,0.13793513178825378
59,pcu+N222+E171,0.2213623821735382
60,pcu+N328+E159,0.2686707377433777
61,pcu+N33+E116,0.17298445105552673
62,pcu+N30+E4,0.09103816747665405
63,pcu+N494+E9,0.15159285068511963
64,pcu+N59+E128,0.187794029712677
65,pcu+N691+E225,0.24876008927822113
66,pcu+N162+E83,0.2221851348876953
67,pcu+N555+E179,0.3336682915687561
68,pcu+N630+E71,0.09794929623603821
69,pcu+N314+E174,0.19190779328346252
70,pcu+N264+E40,0.13234040141105652
71,pcu+N480+E38,0.11999911069869995
72,pcu+N148+E190,0.23855794966220856
73,pcu+N49+E184,0.24036799371242523
74,pcu+N139+E91,0.14780819416046143
75,pcu+N690+E215,0.14139071106910706
76,pcu+N465+E80,0.15142829716205597
77,pcu+N274+E203,0.2722908556461334
78,pcu+N576+E26,0.08346882462501526
79,pcu+N65+E131,0.15109920501708984
80,pcu+N41+E234,0.24917146563529968
81,pcu+N552+E34,0.11374616622924805
82,pcu+N590+E108,0.2175777107477188
83,pcu+N214+E158,0.20721101760864258
84,pcu+N222+E17,0.20029988884925842
85,pcu+N314+E82,0.21247664093971252
86,pcu+N274+E28,0.18006013333797455
87,pcu+N548+E198,0.1604785919189453
88,pcu+N453+E43,0.17495906352996826
89,pcu+N612+E223,0.15685847401618958
90,pcu+N314+E163,0.2180713713169098
91,pcu+N180+E206,0.19947713613510132
92,pcu+N394+E1,0.2297544777393341
93,pcu+N613+E52,0.2256406992673874
94,pcu+N438+E220,0.11572077870368958
95,pcu+N55+E219,0.18927498161792755
96,pcu+N143+E215,0.146656334400177
97,pcu+N691+E218,0.27648690342903137
98,pcu+N264+E131,0.1983252763748169
99,pcu+N576+E212,0.06503912806510925
100,pcu+N613+E107,0.2624177932739258
101,pcu+N574+E42,0.19305965304374695
102,pcu+N521+E5,0.17528817057609558
103,pcu+N382+E102,0.26151275634765625
104,pcu+N101+E28,0.11440438032150269
105,pcu+N678+E95,0.27163267135620117
106,pcu+N33+E89,0.2622532546520233
107,pcu+N250+E220,0.31618475914001465
108,pcu+N613+E118,0.2565762400627136
109,pcu+N33+E233,0.1390869915485382
110,pcu+N529+E64,0.14698544144630432
111,pcu+N509+E212,0.14303621649742126
112,pcu+N152+E167,0.21247664093971252
113,pcu+N486+E114,0.1479727327823639
114,pcu+N265+E68,0.12641659379005432
115,pcu+N37+E186,0.5955508947372437
116,pcu+N465+E211,0.2100083827972412
117,pcu+N334+E98,0.1382642388343811
118,pcu+N167+E95,0.16656696796417236
119,pcu+N289+E149,0.3163082003593445
120,pcu+N290+E132,0.11292341351509094
121,pcu+N33+E73,0.15652938187122345
122,pcu+N334+E39,0.11572077870368958
123,pcu+N486+E137,0.14303621649742126
124,pcu+N442+E115,0.3575281500816345
125,pcu+N328+E1,0.2486778199672699
126,pcu+N162+E34,0.22827351093292236
127,pcu+N105+E50,0.06553280353546143
128,pcu+N135+E155,0.17281989753246307
129,pcu+N108+E71,0.15669392049312592
130,pcu+N569+E128,0.23962752521038055
131,pcu+N173+E70,0.12888485193252563
132,pcu+N339+E150,0.1777564287185669
133,pcu+N667+E16,0.12970760464668274
134,pcu+N568+E102,0.15109920501708984
135,pcu+N406+E216,0.3095616102218628
136,pcu+N555+E47,0.2538611590862274
137,pcu+N613+E134,0.23156453669071198
138,pcu+N560+E12,0.1114424467086792
139,pcu+N509+E68,0.20326179265975952
140,pcu+N77+E228,0.17035163938999176
141,pcu+N442+E98,0.3114539384841919
142,pcu+N593+E159,0.17462995648384094
143,pcu+N222+E177,0.2221851348876953
144,pcu+N54+E178,0.1769336760044098
145,pcu+N428+E151,0.0589507520198822
146,pcu+N691+E61,0.24226033687591553
147,pcu+N657+E32,0.1642632633447647
148,pcu+N234+E92,0.26858848333358765
149,pcu+N691+E198,0.21576765179634094
150,pcu+N47+E33,0.14599812030792236
151,pcu+N274+E18,0.24851326644420624
152,pcu+N264+E108,0.33321577310562134
153,pcu+N182+E158,0.20424909889698029
154,pcu+N49+E219,0.10305038094520569
155,pcu+N33+E195,0.15471932291984558
156,pcu+N483+E141,0.23576058447360992
157,pcu+N505+E66,0.11341705918312073
158,pcu+N16+E233,0.2050718516111374
159,pcu+N494+E113,0.19635066390037537
160,pcu+N314+E135,0.23913386464118958
161,pcu+N694+E119,0.17808552086353302
162,pcu+N438+E119,0.1063413918018341
163,pcu+N555+E123,0.23148225247859955
164,pcu+N30+E178,0.07721590995788574
165,pcu+N612+E147,0.12378376722335815
166,pcu+N646+E153,0.15521296858787537
167,pcu+N222+E142,0.2373238056898117
168,pcu+N480+E57,0.14682087302207947
169,pcu+N205+E68,0.1807183474302292
170,pcu+N576+E167,0.22465340793132782
171,pcu+N428+E87,0.07803866267204285
172,pcu+N306+E116,0.3432122468948364
173,pcu+N30+E3,0.09416463971138
174,pcu+N308+E52,0.13727694749832153
175,pcu+N16+E85,0.21412214636802673
176,pcu+N139+E146,0.1769336760044098
177,pcu+N465+E137,0.208362877368927
178,pcu+N493+E34,0.15982039272785187
179,pcu+N101+E45,0.07211482524871826
180,pcu+N222+E111,0.19026228785514832
181,pcu+N504+E119,0.14599812030792236
182,pcu+N135+E20,0.14566901326179504
183,pcu+N205+E128,0.15554207563400269
184,pcu+N311+E113,0.300922691822052
185,pcu+N518+E42,0.14780819416046143
186,pcu+N570+E67,0.18845222890377045
187,pcu+N148+E83,0.21576765179634094
188,pcu+N521+E165,0.2732781767845154
189,pcu+N85+E49,0.26101911067962646
190,pcu+N341+E201,0.1399097442626953
191,pcu+N265+E69,0.22300788760185242
192,pcu+N155+E85,0.20786921679973602
193,pcu+N646+E80,0.16245320439338684
194,pcu+N155+E152,0.18812312185764313
195,pcu+N634+E51,0.6918131113052368
196,pcu+N659+E183,0.167225182056427
197,pcu+N182+E146,0.22909627854824066
198,pcu+N442+E158,0.32601669430732727
199,pcu+N691+E2,0.2386402189731598
200,pcu+N567+E178,0.24291853606700897
201,pcu+N465+E32,0.13135311007499695
202,pcu+N634+E78,0.17841462790966034
203,pcu+N657+E219,0.2058946043252945
204,pcu+N311+E190,0.3479430675506592
205,pcu+N146+E224,0.20095808804035187
206,pcu+N59+E10,0.09235456585884094
207,pcu+N314+E73,0.18252840638160706
208,pcu+N465+E83,0.15784578025341034
209,pcu+N696+E192,0.17051619291305542
210,pcu+N55+E20,0.1680479347705841
211,pcu+N162+E11,0.21724861860275269
212,pcu+N180+E167,0.25879770517349243
213,pcu+N30+E123,0.08116510510444641
214,pcu+N324+E155,0.21478036046028137
215,pcu+N666+E171,0.15702302753925323
216,pcu+N384+E26,0.13085946440696716
217,pcu+N568+E76,0.30511873960494995
218,pcu+N250+E5,0.22021052241325378
219,pcu+N336+E113,0.1886167824268341
220,pcu+N613+E17,0.2630760073661804
221,pcu+N489+E32,0.15899764001369476
222,pcu+N628+E170,0.21905867755413055
223,pcu+N47+E201,0.22152693569660187
224,pcu+N151+E160,0.2121475338935852
225,pcu+N334+E72,0.1369478404521942
226,pcu+N105+E89,0.17923738062381744
227,pcu+N30+E10,0.054014235734939575
228,pcu+N336+E138,0.17742732167243958
229,pcu+N33+E14,0.12575837969779968
230,pcu+N139+E196,0.14221346378326416
231,pcu+N643+E59,0.12444198131561279
232,pcu+N339+E137,0.14896002411842346
233,pcu+N593+E212,0.16788338124752045
234,pcu+N220+E63,0.35279732942581177
235,pcu+N690+E13,0.14139071106910706
236,pcu+N694+E107,0.2113247811794281
237,pcu+N220+E183,0.2519688308238983
238,pcu+N593+E192,0.14188435673713684
239,pcu+N630+E44,0.04776129126548767
240,pcu+N668+E126,0.18499666452407837
241,pcu+N608+E31,0.12411287426948547
242,pcu+N467+E51,0.11818903684616089
243,pcu+N208+E29,0.16508601605892181
244,pcu+N324+E36,0.15685847401618958
245,pcu+N486+E19,0.09860751032829285
246,pcu+N643+E159,0.20803377032279968
247,pcu+N384+E128,0.2432476431131363
248,pcu+N666+E119,0.107657790184021
249,pcu+N311+E234,0.2603609263896942
250,pcu+N646+E86,0.19273054599761963
251,pcu+N384+E85,0.23938070237636566
252,pcu+N622+E149,0.1642632633447647
253,pcu+N657+E152,0.20688191056251526
254,pcu+N428+E53,0.07507672905921936
255,pcu+N678+E89,0.2643101215362549
256,pcu+N475+E138,0.17430086433887482
257,pcu+N508+E41,0.06059625744819641
258,pcu+N394+E139,0.31211215257644653
259,pcu+N493+E39,0.11292341351509094
260,pcu+N55+E72,0.19733797013759613
261,pcu+N486+E78,0.15751667320728302
262,pcu+N622+E8,0.06931746006011963
263,pcu+N453+E17,0.1723262518644333
264,pcu+N30+E205,0.09136727452278137
265,pcu+N123+E181,0.21066658198833466
266,pcu+N77+E19,0.08807623386383057
267,pcu+N508+E67,0.16294685006141663
268,pcu+N529+E107,0.18121199309825897
269,pcu+N425+E86,0.280353844165802
270,pcu+N646+E161,0.1634405106306076
271,pcu+N341+E52,0.2302481234073639
272,pcu+N483+E25,0.19305965304374695
273,pcu+N483+E59,0.21264119446277618
274,pcu+N630+E1,0.12954303622245789
275,pcu+N248+E168,0.1940469592809677
276,pcu+N106+E219,0.13793513178825378
277,pcu+N574+E79,0.3228490948677063
278,pcu+N509+E43,0.19437605142593384
279,pcu+N552+E84,0.18762947618961334
280,pcu+N540+E134,0.20869196951389313
281,pcu+N220+E153,0.27566415071487427
282,pcu+N146+E95,0.2088565230369568
283,pcu+N696+E125,0.1961861103773117
284,pcu+N598+E139,0.2564939856529236
285,pcu+N30+E72,0.0589507520198822
286,pcu+N295+E32,0.20013533532619476
287,pcu+N151+E201,0.18976862728595734
288,pcu+N529+E171,0.1593267321586609
289,pcu+N394+E73,0.370959609746933
290,pcu+N183+E2,0.10716414451599121
291,pcu+N590+E72,0.146656334400177
292,pcu+N274+E136,0.24637410044670105
293,pcu+N379+E190,0.22547616064548492
294,pcu+N108+E32,0.18384480476379395
295,pcu+N341+E64,0.17956648766994476
296,pcu+N135+E72,0.24629183113574982
297,pcu+N476+E22,0.06487458944320679
298,pcu+N273+E142,0.11407527327537537
299,pcu+N680+E10,0.15817488729953766
300,pcu+N465+E156,0.15521296858787537
301,pcu+N493+E25,0.1907559335231781
302,pcu+N41+E2,0.2091856300830841
303,pcu+N667+E5,0.14945369958877563
304,pcu+N234+E76,0.2568230628967285
305,pcu+N577+E201,0.11654353141784668
306,pcu+N548+E141,0.13217586278915405
307,pcu+N555+E68,0.26447468996047974
308,pcu+N694+E116,0.2281089723110199
309,pcu+N55+E6,0.19305965304374695
310,pcu+N668+E38,0.08083599805831909
311,pcu+N336+E89,0.31128939986228943
312,pcu+N467+E118,0.15323835611343384
313,pcu+N406+E211,0.24941828846931458
314,pcu+N694+E10,0.18730036914348602
315,pcu+N180+E113,0.22498250007629395
316,pcu+N659+E108,0.3342853784561157
317,pcu+N666+E201,0.14056795835494995
318,pcu+N646+E35,0.17446541786193848
319,pcu+N659+E8,0.15060554444789886
320,pcu+N264+E24,0.13464412093162537
321,pcu+N221+E106,0.14616268873214722
322,pcu+N144+E205,0.2012871950864792
323,pcu+N577+E131,0.13859334588050842
324,pcu+N570+E41,0.146656334400177
325,pcu+N467+E57,0.1114424467086792
326,pcu+N598+E4,0.1639341562986374
327,pcu+N569+E204,0.2546016573905945
328,pcu+N77+E106,0.18170563876628876
329,pcu+N143+E37,0.13760602474212646
330,pcu+N425+E173,0.35761043429374695
331,pcu+N265+E206,0.1542256623506546
332,pcu+N568+E69,0.23724153637886047
333,pcu+N240+E98,0.29022687673568726
334,pcu+N668+E89,0.18713581562042236
335,pcu+N680+E229,0.23041267693042755
336,pcu+N634+E69,0.7908726930618286
337,pcu+N334+E106,0.14764362573623657
338,pcu+N108+E126,0.17841462790966034
339,pcu+N613+E6,0.22021052241325378
340,pcu+N308+E26,0.08758258819580078
341,pcu+N694+E34,0.1747945100069046
342,pcu+N180+E82,0.22317244112491608
343,pcu+N612+E202,0.12444198131561279
344,pcu+N30+E89,0.15471932291984558
345,pcu+N205+E64,0.16788338124752045
346,pcu+N406+E47,0.22794441878795624
347,pcu+N264+E10,0.07622858881950378
348,pcu+N341+E203,0.19223690032958984
349,pcu+N213+E190,0.26990485191345215
350,pcu+N106+E204,0.24151985347270966
351,pcu+N659+E30,0.15208649635314941
352,pcu+N521+E123,0.19569246470928192
353,pcu+N608+E189,0.12180915474891663
354,pcu+N612+E88,0.11275887489318848
355,pcu+N49+E185,0.28677132725715637
356,pcu+N30+E33,0.08429157733917236
357,pcu+N283+E161,0.2050718516111374
358,pcu+N384+E187,0.17051619291305542
359,pcu+N567+E7,0.15899764001369476
360,pcu+N493+E223,0.12625202536582947
361,pcu+N577+E36,0.1265811324119568
362,pcu+N135+E61,0.16278231143951416
363,pcu+N569+E65,0.18351569771766663
364,pcu+N324+E145,0.19421149790287018
365,pcu+N152+E3,0.17068074643611908
366,pcu+N54+E229,0.23748835921287537
367,pcu+N16+E155,0.2067173719406128
368,pcu+N574+E90,0.2264634668827057
369,pcu+N65+E201,0.17792098224163055
370,pcu+N555+E167,0.37065109610557556
371,pcu+N556+E149,0.23123542964458466
372,pcu+N139+E218,0.15735213458538055
373,pcu+N694+E91,0.2354314774274826
374,pcu+N556+E185,0.1265811324119568
375,pcu+N273+E81,0.14978280663490295
376,pcu+N213+E1,0.1891104280948639
377,pcu+N475+E57,0.10716414451599121
378,pcu+N155+E232,0.18762947618961334
379,pcu+N425+E221,0.35111069679260254
380,pcu+N135+E112,0.20194539427757263
381,pcu+N694+E20,0.23008356988430023
382,pcu+N457+E40,0.13941609859466553
383,pcu+N264+E8,0.1311885416507721
384,pcu+N568+E97,0.27640461921691895
385,pcu+N162+E25,0.17364265024662018
386,pcu+N691+E84,0.41644763946533203
387,pcu+N336+E142,0.18664216995239258
388,pcu+N334+E104,0.119011789560318
389,pcu+N173+E148,0.1882876753807068
390,pcu+N283+E224,0.18285749852657318
391,pcu+N659+E26,0.15323835611343384
392,pcu+N668+E33,0.13053035736083984
393,pcu+N570+E112,0.16788338124752045
394,pcu+N560+E71,0.26916438341140747
395,pcu+N289+E70,0.2251470535993576
396,pcu+N379+E47,0.18812312185764313
397,pcu+N220+E67,0.4763749837875366
398,pcu+N453+E158,0.0992656946182251
399,pcu+N384+E98,0.1848321110010147
400,pcu+N234+E198,0.21988143026828766
401,pcu+N691+E228,0.27212631702423096
402,pcu+N41+E106,0.30100497603416443
403,pcu+N264+E61,0.17413631081581116
404,pcu+N148+E116,0.24341219663619995
405,pcu+N680+E212,0.20902107656002045
406,pcu+N379+E161,0.18549031019210815
407,pcu+N289+E148,0.2836448550224304
408,pcu+N106+E29,0.22086873650550842
409,pcu+N213+E192,0.2590445280075073
410,pcu+N143+E202,0.15307380259037018
411,pcu+N273+E162,0.09943026304244995
412,pcu+N559+E188,0.249500572681427
413,pcu+N208+E176,0.16689607501029968
414,pcu+N574+E23,0.19009773433208466
415,pcu+N167+E146,0.10107576847076416
416,pcu+N465+E48,0.21774226427078247
417,pcu+N234+E201,0.24719685316085815
418,pcu+N518+E136,0.17068074643611908
419,pcu+N85+E77,0.2875940799713135
420,pcu+N680+E78,0.19667977094650269
421,pcu+N77+E83,0.1756172627210617
422,pcu+N289+E65,0.2451399713754654
423,pcu+N144+E80,0.15389655530452728
424,pcu+N221+E222,0.1139107346534729
425,pcu+N146+E201,0.16919977962970734
426,pcu+N465+E92,0.16689607501029968
427,pcu+N559+E153,0.18812312185764313
428,pcu+N144+E98,0.1655796617269516
429,pcu+N65+E216,0.2567408084869385
430,pcu+N151+E5,0.2727022171020508
431,pcu+N570+E32,0.16706062853336334
432,pcu+N382+E66,0.12032818794250488
433,pcu+N593+E153,0.1642632633447647
434,pcu+N552+E45,0.1176953911781311
435,pcu+N248+E40,0.1815411001443863
436,pcu+N555+E146,0.2508992552757263
437,pcu+N475+E88,0.13135311007499695
438,pcu+N467+E27,0.0681656002998352
439,pcu+N425+E203,0.3104666471481323
440,pcu+N274+E38,0.16376960277557373
