,cif_id,accessible_volume_volume_fraction
0,pcu+N678+E87,0.9201797246932983
1,pcu+N691+E107,0.8655643463134766
2,pcu+N608+E5,0.8474338054656982
3,pcu+N373+E47,0.8854855298995972
4,pcu+N183+E134,0.784536600112915
5,pcu+N289+E28,0.9159268140792847
6,pcu+N250+E222,0.8395996689796448
7,pcu+N289+E34,0.8680264949798584
8,pcu+N504+E139,0.6773204207420349
9,pcu+N30+E114,0.8892906904220581
10,pcu+N555+E90,0.8530296683311462
11,pcu+N167+E2,0.9226418733596802
12,pcu+N234+E155,0.8736222982406616
13,pcu+N144+E28,0.9181652069091797
14,pcu+N180+E232,0.8516866564750671
15,pcu+N65+E67,0.628692626953125
16,pcu+N334+E121,0.9136885404586792
17,pcu+N205+E12,0.9069734811782837
18,pcu+N394+E66,0.7402176260948181
19,pcu+N49+E10,0.9165983200073242
20,pcu+N240+E90,0.8395996689796448
21,pcu+N556+E187,0.8346753120422363
22,pcu+N657+E122,0.8637737035751343
23,pcu+N162+E13,0.8375851511955261
24,pcu+N36+E57,0.8642213344573975
25,pcu+N577+E68,0.8917528390884399
26,pcu+N425+E113,0.8416141271591187
27,pcu+N668+E196,0.9159268140792847
28,pcu+N489+E187,0.8695933222770691
29,pcu+N341+E57,0.8413903117179871
30,pcu+N183+E216,0.6979131102561951
31,pcu+N384+E96,0.8608638048171997
32,pcu+N668+E181,0.8326607942581177
33,pcu+N612+E131,0.6895193457603455
34,pcu+N521+E216,0.7677491307258606
35,pcu+N148+E182,0.6866095066070557
36,pcu+N447+E184,0.7095524072647095
37,pcu+N630+E166,0.7858796119689941
38,pcu+N556+E175,0.6970177888870239
39,pcu+N173+E201,0.813634991645813
40,pcu+N135+E34,0.8490006923675537
41,pcu+N250+E25,0.6187320351600647
42,pcu+N309+E190,0.7831936478614807
43,pcu+N668+E188,0.8505674600601196
44,pcu+N240+E2,0.9038398265838623
45,pcu+N295+E215,0.8617591857910156
46,pcu+N576+E193,0.8207976818084717
47,pcu+N508+E159,0.770435094833374
48,pcu+N453+E78,0.8651166558265686
49,pcu+N152+E71,0.6937721967697144
50,pcu+N392+E220,0.8615353107452393
51,pcu+N274+E163,0.9024968147277832
52,pcu+N483+E88,0.8642213344573975
53,pcu+N491+E152,0.8819041848182678
54,pcu+N394+E115,0.619739294052124
55,pcu+N560+E171,0.7521927356719971
56,pcu+N504+E83,0.8926481604576111
57,pcu+N489+E104,0.870041012763977
58,pcu+N116+E69,0.6994799375534058
59,pcu+N222+E171,0.7677491307258606
60,pcu+N328+E159,0.7800599336624146
61,pcu+N33+E116,0.8662358522415161
62,pcu+N30+E4,0.8928719758987427
63,pcu+N494+E9,0.9244325160980225
64,pcu+N59+E128,0.7238777875900269
65,pcu+N691+E225,0.9174937009811401
66,pcu+N162+E83,0.9204034805297852
67,pcu+N555+E179,0.8550441265106201
68,pcu+N630+E71,0.7282425165176392
69,pcu+N314+E174,0.8463146686553955
70,pcu+N264+E40,0.8465384840965271
71,pcu+N480+E38,0.8776513338088989
72,pcu+N148+E190,0.7977428436279297
73,pcu+N49+E184,0.5261909365653992
74,pcu+N139+E91,0.8689218759536743
75,pcu+N690+E215,0.8637737035751343
76,pcu+N465+E80,0.8577301502227783
77,pcu+N274+E203,0.916150689125061
78,pcu+N576+E26,0.8416141271591187
79,pcu+N65+E131,0.6173890233039856
80,pcu+N41+E234,0.8548203706741333
81,pcu+N552+E34,0.887947678565979
82,pcu+N590+E108,0.677880048751831
83,pcu+N214+E158,0.7840889692306519
84,pcu+N222+E17,0.8870522975921631
85,pcu+N314+E82,0.8991393446922302
86,pcu+N274+E28,0.9369671940803528
87,pcu+N548+E198,0.8754130005836487
88,pcu+N453+E43,0.7246612310409546
89,pcu+N612+E223,0.9049590229988098
90,pcu+N314+E163,0.8639974594116211
91,pcu+N180+E206,0.7149244546890259
92,pcu+N394+E1,0.9067496657371521
93,pcu+N613+E52,0.7802838087081909
94,pcu+N438+E220,0.7058591842651367
95,pcu+N55+E219,0.8859331607818604
96,pcu+N143+E215,0.8664596676826477
97,pcu+N691+E218,0.8655643463134766
98,pcu+N264+E131,0.6380376815795898
99,pcu+N576+E212,0.6937721967697144
100,pcu+N613+E107,0.9063019752502441
101,pcu+N574+E42,0.9004823565483093
102,pcu+N521+E5,0.8651166558265686
103,pcu+N382+E102,0.5521520972251892
104,pcu+N101+E28,0.9065258502960205
105,pcu+N678+E95,0.8438525199890137
106,pcu+N33+E89,0.6213620901107788
107,pcu+N250+E220,0.6668002605438232
108,pcu+N613+E118,0.8592970371246338
109,pcu+N33+E233,0.8678026795387268
110,pcu+N529+E64,0.9112263917922974
111,pcu+N509+E212,0.6723960638046265
112,pcu+N152+E167,0.5190282464027405
113,pcu+N486+E114,0.9022729992866516
114,pcu+N265+E68,0.8563871383666992
115,pcu+N37+E186,0.7657346129417419
116,pcu+N465+E211,0.7295855283737183
117,pcu+N334+E98,0.882799506187439
118,pcu+N167+E95,0.7094405293464661
119,pcu+N289+E149,0.7288020849227905
120,pcu+N290+E132,0.7488352060317993
121,pcu+N33+E73,0.8015480041503906
122,pcu+N334+E39,0.9315952062606812
123,pcu+N486+E137,0.7970713376998901
124,pcu+N442+E115,0.6150387525558472
125,pcu+N328+E1,0.9338334798812866
126,pcu+N162+E34,0.9049590229988098
127,pcu+N105+E50,0.7571170330047607
128,pcu+N135+E155,0.8022195100784302
129,pcu+N108+E71,0.7540953159332275
130,pcu+N569+E128,0.7621532678604126
131,pcu+N173+E70,0.7123503684997559
132,pcu+N339+E150,0.8476576805114746
133,pcu+N667+E16,0.7206321954727173
134,pcu+N568+E102,0.521770179271698
135,pcu+N406+E216,0.6825805306434631
136,pcu+N555+E47,0.8843663334846497
137,pcu+N613+E134,0.8467622995376587
138,pcu+N560+E12,0.9217464923858643
139,pcu+N509+E68,0.8371374607086182
140,pcu+N77+E228,0.7242135405540466
141,pcu+N442+E98,0.8861570358276367
142,pcu+N593+E159,0.7894609570503235
143,pcu+N222+E177,0.8420618176460266
144,pcu+N54+E178,0.8199023008346558
145,pcu+N428+E151,0.8592970371246338
146,pcu+N691+E61,0.8662358522415161
147,pcu+N657+E32,0.8758606910705566
148,pcu+N234+E92,0.793937623500824
149,pcu+N691+E198,0.8807849884033203
150,pcu+N47+E33,0.9186128377914429
151,pcu+N274+E18,0.8214691877365112
152,pcu+N264+E108,0.572188675403595
153,pcu+N182+E158,0.664561927318573
154,pcu+N49+E219,0.7610341310501099
155,pcu+N33+E195,0.8581778407096863
156,pcu+N483+E141,0.9080926775932312
157,pcu+N505+E66,0.7116788625717163
158,pcu+N16+E233,0.8722793459892273
159,pcu+N494+E113,0.8364659547805786
160,pcu+N314+E135,0.8519104719161987
161,pcu+N694+E119,0.8129634857177734
162,pcu+N438+E119,0.7668538093566895
163,pcu+N555+E123,0.8554918169975281
164,pcu+N30+E178,0.8143064975738525
165,pcu+N612+E147,0.8107251524925232
166,pcu+N646+E153,0.8019956350326538
167,pcu+N222+E142,0.8595207929611206
168,pcu+N480+E57,0.8232598304748535
169,pcu+N205+E68,0.8613114953041077
170,pcu+N576+E167,0.6178926825523376
171,pcu+N428+E87,0.9042875170707703
172,pcu+N306+E116,0.8333323001861572
173,pcu+N30+E3,0.8492244482040405
174,pcu+N308+E52,0.6270698308944702
175,pcu+N16+E85,0.8008764982223511
176,pcu+N139+E146,0.7061949372291565
177,pcu+N465+E137,0.7584600448608398
178,pcu+N493+E34,0.8528058528900146
179,pcu+N101+E45,0.7596911191940308
180,pcu+N222+E111,0.9011538028717041
181,pcu+N504+E119,0.7885656356811523
182,pcu+N135+E20,0.8868285417556763
183,pcu+N205+E128,0.7292497754096985
184,pcu+N311+E113,0.8346753120422363
185,pcu+N518+E42,0.9011538028717041
186,pcu+N570+E67,0.8158733248710632
187,pcu+N148+E83,0.8910813331604004
188,pcu+N521+E165,0.695786714553833
189,pcu+N85+E49,0.8592970371246338
190,pcu+N341+E201,0.8295271396636963
191,pcu+N265+E69,0.6089393496513367
192,pcu+N155+E85,0.7340621948242188
193,pcu+N646+E80,0.8635498285293579
194,pcu+N155+E152,0.8913052082061768
195,pcu+N634+E51,0.5014433264732361
196,pcu+N659+E183,0.7536476254463196
197,pcu+N182+E146,0.6886240243911743
198,pcu+N442+E158,0.7574527859687805
199,pcu+N691+E2,0.9065258502960205
200,pcu+N567+E178,0.8017718195915222
201,pcu+N465+E32,0.8537011742591858
202,pcu+N634+E78,0.8409426212310791
203,pcu+N657+E219,0.8653404712677002
204,pcu+N311+E190,0.7640558481216431
205,pcu+N146+E224,0.793937623500824
206,pcu+N59+E10,0.9280138611793518
207,pcu+N314+E73,0.7903562784194946
