,cif_id,density
0,pcu+N339+E68,0.2502634525299072
1,pcu+N576+E26,0.40075427293777466
2,pcu+N508+E199,0.38457775115966797
3,pcu+N143+E104,0.22281229496002197
4,pcu+N668+E135,0.2081063985824585
5,pcu+N612+E147,0.3335970640182495
6,pcu+N334+E160,0.5061469078063965
7,pcu+N493+E219,0.4968331456184387
8,pcu+N205+E141,0.21300828456878662
9,pcu+N577+E201,0.38800913095474243
10,pcu+N628+E26,0.29242050647735596
11,pcu+N144+E219,0.3733031749725342
12,pcu+N146+E221,0.46791142225265503
13,pcu+N548+E85,0.513990044593811
14,pcu+N248+E104,0.4487937092781067
15,pcu+N556+E57,0.6635005474090576
16,pcu+N341+E78,0.21889066696166992
17,pcu+N486+E182,0.8032070398330688
18,pcu+N135+E212,1.3613131046295166
19,pcu+N646+E89,1.2508805990219116
20,pcu+N309+E193,0.26104772090911865
21,pcu+N559+E96,0.2022240161895752
22,pcu+N598+E190,0.20712590217590332
23,pcu+N467+E37,0.47379380464553833
24,pcu+N576+E96,0.2973223924636841
25,pcu+N576+E150,0.34045982360839844
26,pcu+N341+E216,0.6331082582473755
27,pcu+N494+E65,0.3159499168395996
28,pcu+N505+E233,0.513990044593811
29,pcu+N491+E205,0.8620308041572571
30,pcu+N384+E14,0.4492838978767395
31,pcu+N273+E232,0.3032047748565674
32,pcu+N608+E228,0.7664421796798706
33,pcu+N521+E190,0.21496915817260742
34,pcu+N250+E132,0.9735509157180786
35,pcu+N666+E8,0.3110480308532715
36,pcu+N475+E122,0.38114631175994873
37,pcu+N33+E13,0.489970326423645
38,pcu+N106+E134,0.46987223625183105
39,pcu+N678+E86,0.10908627510070801
40,pcu+N425+E120,0.5291861891746521
41,pcu+N308+E81,0.5193822383880615
42,pcu+N548+E118,0.397813081741333
43,pcu+N59+E104,0.3267343044281006
44,pcu+N518+E88,0.6061473488807678
45,pcu+N135+E127,1.0282080173492432
46,pcu+N690+E86,0.270851731300354
47,pcu+N694+E57,0.28065574169158936
48,pcu+N680+E8,0.1326158046722412
49,pcu+N155+E221,0.4674212336540222
50,pcu+N289+E155,0.37281298637390137
51,pcu+N213+E135,0.21006715297698975
52,pcu+N311+E155,0.4483035206794739
53,pcu+N234+E70,0.3394794464111328
54,pcu+N598+E219,0.2179102897644043
55,pcu+N101+E145,0.5649706721305847
56,pcu+N678+E128,0.178694486618042
57,pcu+N36+E122,0.30222439765930176
58,pcu+N55+E156,0.17771410942077637
59,pcu+N570+E201,0.1826159954071045
60,pcu+N540+E139,0.5747746229171753
61,pcu+N105+E58,0.9083545207977295
62,pcu+N379+E142,0.590461015701294
63,pcu+N213+E122,0.1669297218322754
64,pcu+N628+E177,0.3473227024078369
65,pcu+N85+E188,0.16594934463500977
66,pcu+N668+E67,0.5389901995658875
67,pcu+N311+E211,0.6595789194107056
68,pcu+N373+E137,0.5943825840950012
69,pcu+N680+E232,0.10810589790344238
70,pcu+N205+E11,0.23947906494140625
71,pcu+N221+E27,0.8237953782081604
72,pcu+N308+E171,0.9635018706321716
73,pcu+N65+E211,0.6733044981956482
74,pcu+N634+E73,1.1095809936523438
75,pcu+N595+E198,0.1943807601928711
76,pcu+N314+E26,0.2061455249786377
77,pcu+N180+E63,0.4424211382865906
78,pcu+N183+E146,0.49879390001296997
