,cif_id,oxygen_uptake_1bar_298K
0,pcu+N678+E87,0.2637934684753418
1,pcu+N691+E107,0.2587333917617798
2,pcu+N608+E5,0.2555561661720276
3,pcu+N373+E47,0.13352635502815247
4,pcu+N183+E134,0.29991990327835083
5,pcu+N289+E28,0.18918700516223907
6,pcu+N250+E222,0.17400683462619781
7,pcu+N289+E34,0.2122514545917511
8,pcu+N504+E139,0.20319043099880219
9,pcu+N30+E114,0.16023877263069153
10,pcu+N555+E90,0.269383043050766
11,pcu+N167+E2,0.22719629108905792
12,pcu+N234+E155,0.20942723751068115
13,pcu+N144+E28,0.18977539241313934
14,pcu+N180+E232,0.22601953148841858
15,pcu+N65+E67,0.3030971586704254
16,pcu+N334+E121,0.2279023379087448
17,pcu+N205+E12,0.16706396639347076
18,pcu+N394+E66,0.14105761051177979
19,pcu+N49+E10,0.19059911370277405
20,pcu+N240+E90,0.36481809616088867
21,pcu+N556+E187,0.2457890659570694
22,pcu+N657+E122,0.28038573265075684
23,pcu+N162+E13,0.2317856401205063
24,pcu+N36+E57,0.12293553352355957
25,pcu+N577+E68,0.2761493921279907
26,pcu+N425+E113,0.24355322122573853
27,pcu+N668+E196,0.18142040073871613
28,pcu+N489+E187,0.33198657631874084
29,pcu+N341+E57,0.10387206077575684
30,pcu+N183+E216,0.35113829374313354
31,pcu+N384+E96,0.21507568657398224
32,pcu+N668+E181,0.3251025378704071
33,pcu+N612+E131,0.22354833781719208
34,pcu+N521+E216,0.30668628215789795
35,pcu+N148+E182,0.2317856401205063
36,pcu+N447+E184,0.6015229225158691
37,pcu+N630+E166,0.15941503643989563
38,pcu+N556+E175,0.13517382740974426
39,pcu+N173+E201,0.19612987339496613
40,pcu+N135+E34,0.22190088033676147
41,pcu+N250+E25,0.2761493921279907
42,pcu+N309+E190,0.33725255727767944
43,pcu+N668+E188,0.3166887164115906
44,pcu+N240+E2,0.27320751547813416
45,pcu+N295+E215,0.24543602764606476
46,pcu+N576+E193,0.30027294158935547
47,pcu+N508+E159,0.24673046171665192
48,pcu+N453+E78,0.18836328387260437
49,pcu+N152+E71,0.26667651534080505
50,pcu+N392+E220,0.1910698264837265
51,pcu+N274+E163,0.29780176281929016
52,pcu+N483+E88,0.26332274079322815
53,pcu+N491+E152,0.22401903569698334
54,pcu+N394+E115,0.2595571279525757
55,pcu+N560+E171,0.2590864300727844
56,pcu+N504+E83,0.20883886516094208
57,pcu+N489+E104,0.3078041970729828
58,pcu+N116+E69,0.19730663299560547
59,pcu+N222+E171,0.25838035345077515
60,pcu+N328+E159,0.30568602681159973
61,pcu+N33+E116,0.26249903440475464
62,pcu+N30+E4,0.14976562559604645
63,pcu+N494+E9,0.2122514545917511
64,pcu+N59+E128,0.26497021317481995
65,pcu+N691+E225,0.21931201219558716
66,pcu+N162+E83,0.24520067870616913
67,pcu+N555+E179,0.23484520614147186
68,pcu+N630+E71,0.2516728639602661
69,pcu+N314+E174,0.3109814524650574
70,pcu+N264+E40,0.17941991984844208
71,pcu+N480+E38,0.12364161014556885
72,pcu+N148+E190,0.38518428802490234
73,pcu+N49+E184,0.40953490138053894
74,pcu+N139+E91,0.2123691439628601
75,pcu+N690+E215,0.23872850835323334
76,pcu+N465+E80,0.22425438463687897
77,pcu+N274+E203,0.28703442215919495
78,pcu+N576+E26,0.08786815404891968
79,pcu+N65+E131,0.16859374940395355
80,pcu+N41+E234,0.21448729932308197
81,pcu+N552+E34,0.2384931594133377
82,pcu+N590+E108,0.2655586004257202
83,pcu+N214+E158,0.2604985237121582
