,cif_id,density
0,pcu+N678+E87,0.05712532997131348
1,pcu+N691+E107,0.2590869665145874
2,pcu+N608+E5,0.2139887809753418
3,pcu+N373+E47,0.1610473394393921
4,pcu+N183+E134,0.3110480308532715
5,pcu+N289+E28,0.0796743631362915
6,pcu+N250+E222,0.3002636432647705
7,pcu+N289+E34,0.18653762340545654
8,pcu+N504+E139,0.8885015249252319
9,pcu+N30+E114,0.21496915817260742
10,pcu+N555+E90,0.23947906494140625
11,pcu+N167+E2,0.12869417667388916
12,pcu+N234+E155,0.17379248142242432
13,pcu+N144+E28,0.0855567455291748
14,pcu+N180+E232,0.21006715297698975
15,pcu+N65+E67,1.0039432048797607
16,pcu+N334+E121,0.11889028549194336
17,pcu+N205+E12,0.10026276111602783
18,pcu+N394+E66,0.8730602860450745
19,pcu+N49+E10,0.028693795204162598
20,pcu+N240+E90,0.18359649181365967
21,pcu+N556+E187,0.37036192417144775
22,pcu+N657+E122,0.14241981506347656
23,pcu+N162+E13,0.24536144733428955
24,pcu+N36+E57,0.37085211277008057
25,pcu+N577+E68,0.16987085342407227
26,pcu+N425+E113,0.2649693489074707
27,pcu+N668+E196,0.07477247714996338
28,pcu+N489+E187,0.12869417667388916
29,pcu+N341+E57,0.4272249937057495
30,pcu+N183+E216,0.5120292901992798
31,pcu+N384+E96,0.2532045841217041
32,pcu+N668+E181,0.2198711633682251
33,pcu+N612+E131,0.8799231052398682
34,pcu+N521+E216,0.41791123151779175
35,pcu+N148+E182,0.6894810199737549
36,pcu+N447+E184,0.4840879440307617
37,pcu+N630+E166,0.601735532283783
38,pcu+N556+E175,1.1572527885437012
39,pcu+N173+E201,0.5208528637886047
40,pcu+N135+E34,0.1884983777999878
41,pcu+N250+E25,0.8360503315925598
42,pcu+N309+E190,0.35222458839416504
43,pcu+N668+E188,0.16398847103118896
44,pcu+N240+E2,0.10712552070617676
45,pcu+N295+E215,0.20320439338684082
46,pcu+N576+E193,0.3620285987854004
47,pcu+N508+E159,0.5130096673965454
48,pcu+N453+E78,0.22575342655181885
49,pcu+N152+E71,0.980658769607544
50,pcu+N392+E220,0.19340038299560547
51,pcu+N274+E163,0.08359599113464355
52,pcu+N483+E88,0.1767336130142212
53,pcu+N491+E152,0.13555705547332764
54,pcu+N394+E115,1.0159530639648438
55,pcu+N560+E171,0.5419313907623291
56,pcu+N504+E83,0.12575304508209229
57,pcu+N489+E104,0.13947856426239014
58,pcu+N116+E69,0.914482057094574
59,pcu+N222+E171,0.3453618288040161
60,pcu+N328+E159,0.3326166868209839
61,pcu+N33+E116,0.19242000579833984
62,pcu+N30+E4,0.24830257892608643
63,pcu+N494+E9,0.0620272159576416
64,pcu+N59+E128,0.7463440299034119
65,pcu+N691+E225,0.17967486381530762
66,pcu+N162+E83,0.05908608436584473
67,pcu+N555+E179,0.2473222017288208
68,pcu+N630+E71,0.7110497355461121
69,pcu+N314+E174,0.17771410942077637
70,pcu+N264+E40,0.25124382972717285
71,pcu+N480+E38,0.27477335929870605
72,pcu+N148+E190,0.2639889717102051
73,pcu+N49+E184,1.0796788930892944
74,pcu+N139+E91,0.28065574169158936
75,pcu+N690+E215,0.24536144733428955
76,pcu+N465+E80,0.18163561820983887
77,pcu+N274+E203,0.04830169677734375
78,pcu+N576+E26,0.4277151823043823
79,pcu+N65+E131,1.1780861616134644
80,pcu+N41+E234,0.3090871572494507
81,pcu+N552+E34,0.15614533424377441
82,pcu+N590+E108,0.8002658486366272
83,pcu+N214+E158,0.48163700103759766
84,pcu+N222+E17,0.10418426990509033
85,pcu+N314+E82,0.11987066268920898
86,pcu+N274+E28,-0.010522127151489258
87,pcu+N548+E198,0.1610473394393921
88,pcu+N453+E43,0.7365400791168213
89,pcu+N612+E223,0.09241950511932373
90,pcu+N314+E163,0.153204083442688
91,pcu+N180+E206,0.5684020519256592
92,pcu+N394+E1,0.11006665229797363
93,pcu+N613+E52,0.329675555229187
94,pcu+N438+E220,0.6718339323997498
95,pcu+N55+E219,0.1326158046722412
96,pcu+N143+E215,0.26693010330200195
97,pcu+N691+E218,0.3002636432647705
98,pcu+N264+E131,1.2137480974197388
99,pcu+N576+E212,1.086296558380127
100,pcu+N613+E107,0.09045875072479248
101,pcu+N574+E42,0.075752854347229
102,pcu+N521+E5,0.1649688482284546
103,pcu+N382+E102,1.7684073448181152
104,pcu+N101+E28,0.09438037872314453
105,pcu+N678+E95,0.20908677577972412
106,pcu+N33+E89,0.8735504746437073
107,pcu+N250+E220,0.8345797061920166
108,pcu+N613+E118,0.1767336130142212
109,pcu+N33+E233,0.28359687328338623
110,pcu+N529+E64,0.16594934463500977
111,pcu+N509+E212,1.172816514968872
112,pcu+N152+E167,1.2170568704605103
113,pcu+N486+E114,0.12869417667388916
114,pcu+N265+E68,0.24045944213867188
115,pcu+N37+E186,0.7291870713233948
116,pcu+N465+E211,0.5517353415489197
117,pcu+N334+E98,0.11889028549194336
118,pcu+N167+E95,0.5983041524887085
119,pcu+N289+E149,0.7350694537162781
120,pcu+N290+E132,0.9304134845733643
121,pcu+N33+E73,0.5517353415489197
122,pcu+N334+E39,0.039478182792663574
123,pcu+N486+E137,0.4958527088165283
124,pcu+N442+E115,0.9691391587257385
125,pcu+N328+E1,-0.007580876350402832
126,pcu+N162+E34,0.08065485954284668
127,pcu+N105+E50,0.787520706653595
128,pcu+N135+E155,0.4536956548690796
129,pcu+N108+E71,0.49291151762008667
130,pcu+N569+E128,0.502715528011322
131,pcu+N173+E70,0.992668628692627
132,pcu+N339+E150,0.36938154697418213
133,pcu+N667+E16,0.7983050346374512
134,pcu+N568+E102,1.8061527013778687
135,pcu+N406+E216,0.6032061576843262
136,pcu+N555+E47,0.14143943786621094
137,pcu+N613+E134,0.19830238819122314
138,pcu+N560+E12,0.04830169677734375
139,pcu+N509+E68,0.36595022678375244
140,pcu+N77+E228,1.1122770309448242
141,pcu+N442+E98,0.21300828456878662
142,pcu+N593+E159,0.33163630962371826
143,pcu+N222+E177,0.20320439338684082
144,pcu+N54+E178,0.5012449026107788
145,pcu+N428+E151,0.7801676988601685
146,pcu+N691+E61,0.22085154056549072
147,pcu+N657+E32,0.13555705547332764
