,cif_id,hydrogen_uptake_100bar_77K
0,pcu+N678+E87,491.619873046875
1,pcu+N691+E107,574.1917724609375
2,pcu+N608+E5,539.5250244140625
3,pcu+N373+E47,489.181884765625
4,pcu+N183+E134,544.8583374023438
5,pcu+N289+E28,475.1062927246094
6,pcu+N250+E222,561.6646118164062
7,pcu+N289+E34,562.0986938476562
8,pcu+N504+E139,471.6023864746094
9,pcu+N30+E114,494.0869445800781
10,pcu+N555+E90,563.1529541015625
11,pcu+N167+E2,482.37762451171875
12,pcu+N234+E155,543.9591064453125
13,pcu+N144+E28,477.90472412109375
14,pcu+N180+E232,552.92041015625
15,pcu+N65+E67,428.54803466796875
16,pcu+N334+E121,492.0016784667969
17,pcu+N205+E12,497.9822998046875
18,pcu+N394+E66,543.1219482421875
19,pcu+N49+E10,468.92022705078125
20,pcu+N240+E90,573.5715942382812
21,pcu+N556+E187,591.3700561523438
22,pcu+N657+E122,572.331298828125
23,pcu+N162+E13,600.6724243164062
24,pcu+N36+E57,560.3002319335938
25,pcu+N577+E68,566.3778076171875
26,pcu+N425+E113,561.6646118164062
27,pcu+N668+E196,466.96673583984375
28,pcu+N489+E187,555.2149658203125
29,pcu+N341+E57,558.7498779296875
30,pcu+N183+E216,531.5250244140625
31,pcu+N384+E96,572.889404296875
32,pcu+N668+E181,577.8506469726562
33,pcu+N612+E131,522.53271484375
34,pcu+N521+E216,586.9049682617188
35,pcu+N148+E182,541.385498046875
36,pcu+N447+E184,582.9979858398438
37,pcu+N630+E166,563.2149658203125
38,pcu+N556+E175,543.8970947265625
39,pcu+N173+E201,594.9669799804688
40,pcu+N135+E34,560.1762084960938
41,pcu+N250+E25,448.0209655761719
42,pcu+N309+E190,597.5096435546875
43,pcu+N668+E188,580.021240234375
44,pcu+N240+E2,496.997802734375
45,pcu+N295+E215,578.3468017578125
46,pcu+N576+E193,538.5327758789062
47,pcu+N508+E159,553.66455078125
48,pcu+N453+E78,558.8739013671875
49,pcu+N152+E71,531.7420654296875
50,pcu+N392+E220,574.7498779296875
51,pcu+N274+E163,531.0598754882812
52,pcu+N483+E88,553.9746704101562
53,pcu+N491+E152,536.1141357421875
54,pcu+N394+E115,439.92791748046875
55,pcu+N560+E171,549.137451171875
56,pcu+N504+E83,530.377685546875
57,pcu+N489+E104,562.7188720703125
58,pcu+N116+E69,514.4862060546875
59,pcu+N222+E171,570.0366821289062
60,pcu+N328+E159,564.1452026367188
61,pcu+N33+E116,555.2149658203125
62,pcu+N30+E4,501.2148742675781
63,pcu+N494+E9,453.0442199707031
64,pcu+N59+E128,571.6491088867188
65,pcu+N691+E225,477.5869140625
66,pcu+N162+E83,499.95904541015625
67,pcu+N555+E179,565.6956176757812
68,pcu+N630+E71,555.3389892578125
69,pcu+N314+E174,563.2149658203125
70,pcu+N264+E40,554.8428955078125
71,pcu+N480+E38,559.3699951171875
72,pcu+N148+E190,594.4708251953125
73,pcu+N49+E184,413.75732421875
74,pcu+N139+E91,546.9359130859375
75,pcu+N690+E215,569.23046875
76,pcu+N465+E80,558.0056762695312
77,pcu+N274+E203,484.2942810058594
78,pcu+N576+E26,548.2072143554688
79,pcu+N65+E131,446.7806396484375
80,pcu+N41+E234,588.393310546875
81,pcu+N552+E34,513.5714721679688
82,pcu+N590+E108,502.5869445800781
83,pcu+N214+E158,572.889404296875
84,pcu+N222+E17,547.7110595703125
85,pcu+N314+E82,502.3233947753906
86,pcu+N274+E28,449.0752258300781
87,pcu+N548+E198,528.4862060546875
88,pcu+N453+E43,545.7265625
89,pcu+N612+E223,520.0521240234375
90,pcu+N314+E163,557.199462890625
91,pcu+N180+E206,547.1219482421875
92,pcu+N394+E1,488.46435546875
93,pcu+N613+E52,585.4785766601562
94,pcu+N438+E220,543.0288696289062
95,pcu+N55+E219,547.6490478515625
96,pcu+N143+E215,575.1220092773438
97,pcu+N691+E218,550.8118896484375
98,pcu+N264+E131,486.5278015136719
99,pcu+N576+E212,477.2303161621094
100,pcu+N613+E107,529.2304077148438
101,pcu+N574+E42,529.54052734375
102,pcu+N521+E5,548.2382202148438
103,pcu+N382+E102,389.1991271972656
104,pcu+N101+E28,483.0442810058594
105,pcu+N678+E95,591.80419921875
106,pcu+N33+E89,501.4396667480469
107,pcu+N250+E220,512.4552001953125
108,pcu+N613+E118,540.6412963867188
109,pcu+N33+E233,550.2537231445312
110,pcu+N529+E64,510.9823303222656
111,pcu+N509+E212,497.8892822265625
112,pcu+N152+E167,362.9665222167969
113,pcu+N486+E114,516.1141357421875
114,pcu+N265+E68,588.517333984375
115,pcu+N37+E186,550.9979248046875
116,pcu+N465+E211,552.982421875
117,pcu+N334+E98,562.2227172851562
118,pcu+N167+E95,553.9126586914062
119,pcu+N289+E149,550.1917114257812
120,pcu+N290+E132,566.9359130859375
121,pcu+N33+E73,573.8816528320312
122,pcu+N334+E39,445.88140869140625
123,pcu+N486+E137,562.3467407226562
124,pcu+N442+E115,459.52484130859375
125,pcu+N328+E1,461.6799011230469
126,pcu+N162+E34,530.5637817382812
127,pcu+N105+E50,535.5560302734375
128,pcu+N135+E155,541.3544921875
129,pcu+N108+E71,563.9591674804688
130,pcu+N569+E128,585.6026000976562
131,pcu+N173+E70,550.5947875976562
132,pcu+N339+E150,588.021240234375
133,pcu+N667+E16,558.7498779296875
134,pcu+N568+E102,379.028564453125
135,pcu+N406+E216,532.7343139648438
136,pcu+N555+E47,526.625732421875
137,pcu+N613+E134,553.23046875
138,pcu+N560+E12,489.30108642578125
139,pcu+N509+E68,590.3778076171875
140,pcu+N77+E228,530.7188110351562
141,pcu+N442+E98,549.9746704101562
142,pcu+N593+E159,554.9669189453125
143,pcu+N222+E177,584.17626953125
144,pcu+N54+E178,568.8583984375
145,pcu+N428+E151,455.15277099609375
146,pcu+N691+E61,565.9436645507812
147,pcu+N657+E32,556.827392578125
148,pcu+N234+E92,598.1297607421875
149,pcu+N691+E198,517.0753784179688
150,pcu+N47+E33,474.82720947265625
151,pcu+N274+E18,594.9669799804688
152,pcu+N264+E108,476.5404052734375
153,pcu+N182+E158,456.20703125
154,pcu+N49+E219,548.0521850585938
155,pcu+N33+E195,583.3080444335938
156,pcu+N483+E141,497.3311462402344
157,pcu+N505+E66,552.4242553710938
158,pcu+N16+E233,549.447509765625
159,pcu+N494+E113,564.0831909179688
160,pcu+N314+E135,562.0986938476562
161,pcu+N694+E119,585.0444946289062
162,pcu+N438+E119,551.9901733398438
163,pcu+N555+E123,579.0289916992188
164,pcu+N30+E178,518.9668579101562
165,pcu+N612+E147,595.2150268554688
166,pcu+N646+E153,571.5870971679688
167,pcu+N222+E142,581.5715942382812
168,pcu+N480+E57,560.6103515625
169,pcu+N205+E68,586.7188720703125
170,pcu+N576+E167,464.176025390625
171,pcu+N428+E87,434.6255798339844
172,pcu+N306+E116,560.54833984375
173,pcu+N30+E3,491.433837890625
174,pcu+N308+E52,485.45513916015625
175,pcu+N16+E85,595.525146484375
176,pcu+N139+E146,520.2071533203125
177,pcu+N465+E137,566.6258544921875
178,pcu+N493+E34,565.9436645507812
179,pcu+N101+E45,542.8428344726562
180,pcu+N222+E111,538.2847290039062
181,pcu+N504+E119,553.54052734375
182,pcu+N135+E20,520.0211181640625
183,pcu+N205+E128,545.04443359375
184,pcu+N311+E113,555.1529541015625
185,pcu+N518+E42,500.75750732421875
186,pcu+N570+E67,552.982421875
187,pcu+N148+E83,530.253662109375
188,pcu+N521+E165,546.7498168945312
189,pcu+N85+E49,563.2769775390625
190,pcu+N341+E201,597.7576904296875
191,pcu+N265+E69,477.2690734863281
192,pcu+N155+E85,576.79638671875
193,pcu+N646+E80,566.0676879882812
194,pcu+N155+E152,545.1064453125
195,pcu+N634+E51,297.85009765625
196,pcu+N659+E183,575.4940795898438
197,pcu+N182+E146,498.5404357910156
198,pcu+N442+E158,539.2769775390625
199,pcu+N691+E2,487.5125427246094
200,pcu+N567+E178,554.7808837890625
201,pcu+N465+E32,559.1839599609375
202,pcu+N634+E78,574.1297607421875
203,pcu+N657+E219,552.8583984375
204,pcu+N311+E190,593.4166259765625
205,pcu+N146+E224,589.6956787109375
206,pcu+N59+E10,450.0054626464844
207,pcu+N314+E73,599.0599975585938
208,pcu+N465+E83,524.4862060546875
209,pcu+N696+E192,566.3778076171875
210,pcu+N55+E20,466.2225341796875
211,pcu+N162+E11,556.765380859375
212,pcu+N180+E167,491.9783935546875
213,pcu+N30+E123,526.9668579101562
214,pcu+N324+E155,546.7808227539062
215,pcu+N666+E171,516.9978637695312
216,pcu+N384+E26,570.0986938476562
217,pcu+N568+E76,555.4010009765625
218,pcu+N250+E5,548.6412963867188
219,pcu+N336+E113,567.0599365234375
220,pcu+N613+E17,531.6490478515625
221,pcu+N489+E32,554.6568603515625
222,pcu+N628+E170,495.5404357910156
223,pcu+N47+E201,573.075439453125
224,pcu+N151+E160,584.6103515625
225,pcu+N334+E72,560.92041015625
226,pcu+N105+E89,373.3231201171875
227,pcu+N30+E10,438.6255798339844
228,pcu+N336+E138,563.0289306640625
229,pcu+N33+E14,576.23828125
230,pcu+N139+E196,499.4861755371094
231,pcu+N643+E59,478.50164794921875
232,pcu+N339+E137,562.2847290039062
233,pcu+N593+E212,569.23046875
234,pcu+N220+E63,541.261474609375
235,pcu+N690+E13,565.9436645507812
236,pcu+N694+E107,564.393310546875
237,pcu+N220+E183,600.3623657226562
238,pcu+N593+E192,579.7731323242188
239,pcu+N630+E44,532.4862670898438
240,pcu+N668+E126,515.1683959960938
241,pcu+N608+E31,509.74200439453125
242,pcu+N467+E51,500.20709228515625
243,pcu+N208+E29,550.9049072265625
244,pcu+N324+E36,529.4164428710938
245,pcu+N486+E19,563.4630126953125
246,pcu+N643+E159,512.935791015625
247,pcu+N384+E128,558.9359130859375
248,pcu+N666+E119,573.9436645507812
249,pcu+N311+E234,587.0910034179688
250,pcu+N646+E86,567.8661499023438
251,pcu+N384+E85,574.1297607421875
252,pcu+N622+E149,563.9591674804688
253,pcu+N657+E152,515.8815307617188
254,pcu+N428+E53,456.2845458984375
255,pcu+N678+E89,568.1141967773438
256,pcu+N475+E138,413.943359375
257,pcu+N508+E41,466.5326232910156
258,pcu+N394+E139,452.3310546875
259,pcu+N493+E39,461.5248718261719
260,pcu+N55+E72,571.6491088867188
261,pcu+N486+E78,531.0908813476562
262,pcu+N622+E8,562.7188720703125
263,pcu+N453+E17,583.4320678710938
264,pcu+N30+E205,504.90478515625
265,pcu+N123+E181,583.1840209960938
266,pcu+N77+E19,526.625732421875
267,pcu+N508+E67,539.9901123046875
268,pcu+N529+E107,568.0521850585938
269,pcu+N425+E86,563.7731323242188
270,pcu+N646+E161,485.2574768066406
271,pcu+N341+E52,493.5714416503906
272,pcu+N483+E25,574.5018310546875
273,pcu+N483+E59,431.8348693847656
274,pcu+N630+E1,478.64117431640625
275,pcu+N248+E168,558.2537231445312
276,pcu+N106+E219,572.083251953125
277,pcu+N574+E79,550.6567993164062
278,pcu+N509+E43,506.65673828125
279,pcu+N552+E84,533.3234252929688
280,pcu+N540+E134,581.6336059570312
281,pcu+N220+E153,575.8661499023438
282,pcu+N146+E95,488.6935119628906
283,pcu+N696+E125,588.9514770507812
284,pcu+N598+E139,570.5948486328125
285,pcu+N30+E72,525.943603515625
286,pcu+N295+E32,551.8661499023438
287,pcu+N151+E201,581.1375122070312
288,pcu+N529+E171,548.4242553710938
289,pcu+N394+E73,519.7109985351562
290,pcu+N183+E2,478.7574462890625
291,pcu+N590+E72,587.587158203125
292,pcu+N274+E136,516.9202880859375
293,pcu+N379+E190,562.9669189453125
294,pcu+N108+E32,546.005615234375
295,pcu+N341+E64,513.7109985351562
296,pcu+N135+E72,487.5312194824219
297,pcu+N476+E22,381.75726318359375
298,pcu+N273+E142,580.641357421875
299,pcu+N680+E10,436.4240417480469
300,pcu+N465+E156,576.92041015625
301,pcu+N493+E25,489.14990234375
302,pcu+N41+E2,505.4164123535156
303,pcu+N667+E5,574.8739013671875
304,pcu+N234+E76,594.6569213867188
305,pcu+N577+E201,585.8507080078125
306,pcu+N548+E141,578.7808837890625
307,pcu+N555+E68,571.4630737304688
308,pcu+N694+E116,569.4785766601562
309,pcu+N55+E6,488.7627868652344
310,pcu+N668+E38,526.9048461914062
311,pcu+N336+E89,395.21466064453125
312,pcu+N467+E118,527.8660888671875
313,pcu+N406+E211,545.571533203125
314,pcu+N694+E10,452.424072265625
315,pcu+N180+E113,550.9359130859375
316,pcu+N659+E108,393.66424560546875
317,pcu+N666+E201,591.55615234375
318,pcu+N646+E35,552.1762084960938
319,pcu+N659+E8,552.92041015625
320,pcu+N264+E24,567.3079833984375
321,pcu+N221+E106,458.4705810546875
322,pcu+N144+E205,478.2070617675781
323,pcu+N577+E131,553.3544921875
324,pcu+N570+E41,449.47833251953125
325,pcu+N467+E57,546.0986938476562
326,pcu+N598+E4,518.7652587890625
327,pcu+N569+E204,566.3157958984375
328,pcu+N77+E106,482.493896484375
329,pcu+N143+E37,590.5018310546875
330,pcu+N425+E173,492.3737487792969
331,pcu+N265+E206,441.2612609863281
332,pcu+N568+E69,519.5404663085938
333,pcu+N240+E98,551.9901733398438
334,pcu+N668+E89,424.23797607421875
335,pcu+N680+E229,432.4550476074219
336,pcu+N634+E69,369.7882385253906
337,pcu+N334+E106,488.5777282714844
338,pcu+N108+E126,519.4629516601562
339,pcu+N613+E6,486.4212341308594
340,pcu+N308+E26,571.5250854492188
341,pcu+N694+E34,542.8118286132812
342,pcu+N180+E82,516.5482177734375
343,pcu+N612+E202,585.2305297851562
344,pcu+N30+E89,469.77294921875
345,pcu+N205+E64,511.1373596191406
346,pcu+N406+E47,537.0753784179688
347,pcu+N264+E10,469.4318542480469
348,pcu+N341+E203,537.1063842773438
349,pcu+N213+E190,591.7421875
350,pcu+N106+E204,526.9978637695312
351,pcu+N659+E30,546.1607055664062
352,pcu+N521+E123,583.1220092773438
353,pcu+N608+E189,537.1063842773438
354,pcu+N612+E88,565.8816528320312
355,pcu+N49+E185,392.7340087890625
356,pcu+N30+E33,472.3078308105469
357,pcu+N283+E161,469.8814697265625
358,pcu+N384+E187,584.54833984375
359,pcu+N567+E7,479.3620910644531
360,pcu+N493+E223,527.4629516601562
361,pcu+N577+E36,481.1217956542969
362,pcu+N135+E61,579.5870971679688
363,pcu+N569+E65,559.8041381835938
364,pcu+N324+E145,530.7808227539062
365,pcu+N152+E3,552.8583984375
366,pcu+N54+E229,457.9744567871094
367,pcu+N16+E155,535.1218872070312
368,pcu+N574+E90,554.7808837890625
369,pcu+N65+E201,565.6956176757812
370,pcu+N555+E167,477.4396057128906
371,pcu+N556+E149,588.641357421875
372,pcu+N139+E218,558.3777465820312
373,pcu+N694+E91,514.191650390625
374,pcu+N556+E185,440.982177734375
375,pcu+N273+E81,577.6026000976562
376,pcu+N213+E1,475.89697265625
377,pcu+N475+E57,517.881591796875
378,pcu+N155+E232,557.633544921875
379,pcu+N425+E221,563.3389892578125
380,pcu+N135+E112,578.0367431640625
381,pcu+N694+E20,496.2923583984375
382,pcu+N457+E40,472.3078308105469
383,pcu+N264+E8,555.8971557617188
384,pcu+N568+E97,514.1141357421875
385,pcu+N162+E25,583.3080444335938
386,pcu+N691+E84,530.5947875976562
387,pcu+N336+E142,596.145263671875
388,pcu+N334+E104,579.959228515625
389,pcu+N173+E148,540.1141357421875
390,pcu+N283+E224,578.9049072265625
391,pcu+N659+E26,552.734375
392,pcu+N668+E33,499.12957763671875
393,pcu+N570+E112,520.6722412109375
394,pcu+N560+E71,564.889404296875
395,pcu+N289+E70,578.2847900390625
396,pcu+N379+E47,514.0521240234375
397,pcu+N220+E67,503.1838684082031
398,pcu+N453+E158,544.5792846679688
399,pcu+N384+E98,555.8351440429688
400,pcu+N234+E198,509.0133361816406
401,pcu+N691+E228,542.2227172851562
402,pcu+N41+E106,502.1916198730469
403,pcu+N264+E61,575.3080444335938
404,pcu+N148+E116,575.9281616210938
405,pcu+N680+E212,574.1297607421875
406,pcu+N379+E161,467.15277099609375
407,pcu+N289+E148,543.1839599609375
408,pcu+N106+E29,547.6490478515625
409,pcu+N213+E192,584.8584594726562
410,pcu+N143+E202,602.4088745117188
411,pcu+N273+E162,464.6411437988281
412,pcu+N559+E188,592.5484008789062
413,pcu+N208+E176,465.865966796875
414,pcu+N574+E23,556.579345703125
415,pcu+N167+E146,574.3778076171875
416,pcu+N465+E48,504.1916198730469
417,pcu+N234+E201,600.05224609375
418,pcu+N518+E136,544.4242553710938
419,pcu+N85+E77,535.6800537109375
420,pcu+N680+E78,507.1373596191406
421,pcu+N77+E83,523.0288696289062
422,pcu+N289+E65,569.4165649414062
423,pcu+N144+E80,567.5560913085938
424,pcu+N221+E222,513.6489868164062
425,pcu+N146+E201,594.4088134765625
426,pcu+N465+E92,558.9979248046875
427,pcu+N559+E153,565.199462890625
428,pcu+N144+E98,566.9359130859375
429,pcu+N65+E216,483.2148132324219
430,pcu+N151+E5,535.7730712890625
431,pcu+N570+E32,474.3078308105469
432,pcu+N382+E66,560.54833984375
433,pcu+N593+E153,559.5560302734375
434,pcu+N552+E45,536.1451416015625
435,pcu+N248+E40,550.8739013671875
436,pcu+N555+E146,563.1529541015625
437,pcu+N475+E88,483.65667724609375
438,pcu+N467+E27,541.633544921875
439,pcu+N425+E203,523.9281005859375
440,pcu+N274+E38,517.8350219726562
441,pcu+N493+E37,546.6878051757812
442,pcu+N341+E181,596.6414184570312
443,pcu+N540+E146,583.6801147460938
444,pcu+N265+E159,532.1141357421875
445,pcu+N36+E120,600.9204711914062
446,pcu+N491+E24,574.3778076171875
447,pcu+N77+E10,450.7496337890625
448,pcu+N311+E122,595.0910034179688
449,pcu+N182+E128,457.8194274902344
450,pcu+N504+E4,553.478515625
451,pcu+N491+E202,564.579345703125
452,pcu+N382+E158,527.7730712890625
453,pcu+N659+E152,531.4630126953125
454,pcu+N559+E156,581.0755004882812
455,pcu+N123+E183,577.0444946289062
456,pcu+N180+E158,576.54833984375
457,pcu+N283+E3,553.8506469726562
458,pcu+N489+E63,593.7886962890625
459,pcu+N667+E44,554.3467407226562
460,pcu+N552+E102,523.7110595703125
461,pcu+N612+E222,553.41650390625
462,pcu+N274+E127,575.3080444335938
463,pcu+N438+E72,550.0676879882812
464,pcu+N85+E150,576.92041015625
465,pcu+N465+E131,530.5327758789062
466,pcu+N273+E167,414.00537109375
467,pcu+N65+E153,550.5017700195312
468,pcu+N173+E181,598.8739624023438
469,pcu+N552+E108,548.2692260742188
470,pcu+N667+E58,445.75738525390625
471,pcu+N180+E183,600.6724243164062
472,pcu+N290+E89,360.36187744140625
473,pcu+N183+E43,534.9978637695312
474,pcu+N265+E125,576.6103515625
475,pcu+N533+E110,571.5870971679688
476,pcu+N491+E224,565.6956176757812
477,pcu+N250+E52,400.3619384765625
478,pcu+N139+E126,557.509521484375
479,pcu+N155+E205,429.50927734375
480,pcu+N373+E170,469.865966796875
481,pcu+N382+E226,317.69512939453125
482,pcu+N508+E50,548.1452026367188
483,pcu+N324+E167,404.0828857421875
484,pcu+N680+E205,569.6646118164062
485,pcu+N691+E69,497.3699035644531
486,pcu+N680+E17,525.0133666992188
487,pcu+N16+E216,579.4630737304688
488,pcu+N509+E92,546.3467407226562
489,pcu+N392+E141,512.253662109375
490,pcu+N453+E145,533.0133666992188
491,pcu+N483+E15,555.9591674804688
492,pcu+N518+E95,549.323486328125
493,pcu+N248+E159,560.3622436523438
494,pcu+N65+E151,512.4862060546875
495,pcu+N49+E108,384.9820556640625
496,pcu+N234+E149,598.9979858398438
497,pcu+N85+E179,565.7576293945312
498,pcu+N240+E162,450.0674743652344
499,pcu+N182+E118,517.8350219726562
500,pcu+N568+E8,561.3544921875
501,pcu+N666+E19,557.447509765625
502,pcu+N475+E97,534.03662109375
503,pcu+N341+E6,519.6489868164062
504,pcu+N529+E15,567.6181030273438
505,pcu+N77+E44,533.1683959960938
506,pcu+N334+E23,568.0521850585938
507,pcu+N382+E134,575.990234375
508,pcu+N265+E17,565.8816528320312
509,pcu+N289+E15,553.9126586914062
510,pcu+N598+E142,582.4398193359375
511,pcu+N265+E149,535.0288696289062
512,pcu+N308+E125,585.5405883789062
513,pcu+N540+E6,549.3544921875
514,pcu+N183+E38,554.6568603515625
515,pcu+N101+E232,558.4397583007812
516,pcu+N438+E61,565.8196411132812
517,pcu+N548+E145,532.7033081054688
518,pcu+N274+E27,578.7188720703125
519,pcu+N486+E33,494.09857177734375
520,pcu+N577+E154,563.5870971679688
521,pcu+N453+E81,601.1065063476562
522,pcu+N560+E225,467.4938659667969
523,pcu+N143+E131,575.6801147460938
524,pcu+N167+E189,569.23046875
525,pcu+N162+E123,563.0909423828125
526,pcu+N428+E203,417.912353515625
527,pcu+N384+E180,497.6722106933594
528,pcu+N382+E220,524.3621826171875
529,pcu+N508+E77,529.2614135742188
530,pcu+N373+E45,512.7962646484375
531,pcu+N480+E33,515.943603515625
532,pcu+N30+E15,511.44744873046875
533,pcu+N289+E209,542.1917114257812
534,pcu+N674+E141,517.6954956054688
535,pcu+N529+E97,528.5792846679688
536,pcu+N486+E218,535.4010009765625
537,pcu+N593+E139,555.8971557617188
538,pcu+N59+E64,502.8582763671875
539,pcu+N382+E137,547.8660888671875
540,pcu+N392+E86,536.3622436523438
541,pcu+N59+E118,533.0133666992188
542,pcu+N139+E178,571.2770385742188
543,pcu+N248+E104,592.5484008789062
544,pcu+N486+E139,547.2149658203125
545,pcu+N476+E115,450.0364685058594
546,pcu+N101+E151,514.40869140625
547,pcu+N392+E156,553.9126586914062
548,pcu+N394+E94,551.6800537109375
549,pcu+N493+E104,582.3157958984375
550,pcu+N475+E148,543.5870361328125
551,pcu+N265+E25,484.6470031738281
552,pcu+N576+E219,549.3544921875
553,pcu+N65+E96,570.2847900390625
554,pcu+N508+E150,580.145263671875
555,pcu+N612+E176,568.734375
556,pcu+N521+E35,523.9281005859375
557,pcu+N144+E165,459.6488952636719
558,pcu+N540+E205,492.2109680175781
559,pcu+N167+E212,539.0598754882812
560,pcu+N674+E68,528.7653198242188
561,pcu+N657+E65,555.3389892578125
562,pcu+N555+E215,579.835205078125
563,pcu+N678+E165,567.7421264648438
564,pcu+N475+E30,554.1607055664062
565,pcu+N595+E106,483.21868896484375
566,pcu+N308+E15,550.9669189453125
567,pcu+N152+E161,482.80010986328125
568,pcu+N384+E194,460.20703125
569,pcu+N248+E176,556.827392578125
570,pcu+N135+E12,522.9048461914062
571,pcu+N595+E211,563.8351440429688
572,pcu+N666+E40,560.79638671875
573,pcu+N85+E35,532.7963256835938
574,pcu+N612+E16,547.2459716796875
575,pcu+N155+E19,531.2149047851562
