,cif_id,accessible_volume
0,pcu+N382+E51,0.19778990745544434
1,pcu+N339+E51,0.22002729773521423
2,pcu+N382+E102,0.110494464635849
3,pcu+N324+E226,0.05536046624183655
4,pcu+N146+E102,0.04653903841972351
5,pcu+N505+E102,0.10351082682609558
6,pcu+N556+E102,0.06785750389099121
7,pcu+N382+E226,0.16232040524482727
8,pcu+N290+E226,0.056463152170181274
9,pcu+N144+E102,0.0549929141998291
10,pcu+N622+E51,0.2093680500984192
11,pcu+N505+E226,0.08439770340919495
12,pcu+N567+E51,0.1564394235610962
13,pcu+N659+E226,0.02522057294845581
14,pcu+N123+E102,0.04249587655067444
15,pcu+N568+E226,0.09395426511764526
16,pcu+N373+E51,0.1950332224369049
17,pcu+N49+E226,0.05866852402687073
18,pcu+N475+E226,0.12850487232208252
19,pcu+N634+E226,0.01419377326965332
20,pcu+N144+E51,0.13806143403053284
21,pcu+N634+E102,0.035879820585250854
22,pcu+N518+E51,0.2972148656845093
23,pcu+N135+E102,0.0362473726272583
24,pcu+N289+E51,0.20844915509223938
25,pcu+N289+E226,0.14761799573898315
26,pcu+N135+E226,0.020442306995391846
27,pcu+N123+E226,0.10240814089775085
28,pcu+N59+E226,0.19595211744308472
29,pcu+N144+E226,0.06307923793792725
30,pcu+N146+E226,0.1522125005722046
31,pcu+N182+E226,0.056463152170181274
32,pcu+N567+E226,0.10939177870750427
33,pcu+N220+E226,0.08108967542648315
34,pcu+N379+E51,0.20293575525283813
35,pcu+N59+E51,0.2428160011768341
36,pcu+N309+E51,0.3330519199371338
37,pcu+N475+E102,0.07961943745613098
38,pcu+N41+E226,0.08366259932518005
39,pcu+N667+E226,0.08586794137954712
40,pcu+N49+E102,0.06565216183662415
41,pcu+N264+E226,0.05168488621711731
42,pcu+N475+E51,0.110494464635849
43,pcu+N568+E51,0.19650346040725708
0,dia+N346+E89,0.70355224609375
1,dia+N256+E102,0.6299483776092529
2,dia+N109+E89,0.4433198869228363
3,dia+N398+E89,0.7801885008811951
4,dia+N215+E226,0.4405632019042969
5,dia+N398+E226,0.6771798133850098
6,dia+N115+E102,0.6263647079467773
7,dia+N310+E226,0.5847845077514648
8,dia+N461+E89,0.6602721214294434
9,dia+N492+E102,0.5100204944610596
10,dia+N385+E102,0.3922290802001953
11,dia+N649+E226,0.48686423897743225
12,dia+N434+E226,0.5289843082427979
13,dia+N346+E226,0.48937973380088806
14,dia+N156+E102,0.5005242824554443
15,dia+N346+E102,0.5852898955345154
16,dia+N73+E89,0.84745192527771
17,dia+N73+E226,0.6486939191818237
18,dia+N492+E226,0.4173150360584259
19,dia+N113+E89,0.6212188601493835
20,dia+N238+E89,0.774858832359314
21,dia+N434+E89,0.5860249996185303
22,dia+N434+E102,0.4462144374847412
23,dia+N238+E226,0.5817521214485168
24,dia+N109+E102,0.2777341902256012
25,dia+N156+E89,0.5937437415122986
26,dia+N115+E89,0.7274436354637146
27,dia+N310+E102,0.47532057762145996
28,dia+N164+E102,0.4794900715351105
29,dia+N109+E226,0.34343552589416504
30,dia+N461+E226,0.6165324449539185
31,dia+N115+E226,0.6573315858840942
32,dia+N649+E89,0.634634792804718
33,dia+N385+E226,0.33663564920425415
34,dia+N627+E226,0.3891966938972473
35,dia+N73+E102,0.7371839880943298
36,dia+N215+E102,0.6150622367858887
37,dia+N164+E89,0.5945707559585571
38,dia+N492+E89,0.5864385366439819
