,cif_id,accessible_surface_area
0,pcu+N678+E87,5411.25927734375
1,pcu+N691+E107,4098.72998046875
2,pcu+N608+E5,4060.78271484375
3,pcu+N373+E47,3377.73193359375
4,pcu+N183+E134,3580.861328125
5,pcu+N289+E28,5255.005859375
6,pcu+N250+E222,4210.33984375
7,pcu+N289+E34,4214.80419921875
8,pcu+N504+E139,2018.884765625
9,pcu+N30+E114,4085.3369140625
10,pcu+N555+E90,4411.2373046875
11,pcu+N167+E2,5252.7734375
12,pcu+N234+E155,5025.09033203125
13,pcu+N144+E28,4770.6201171875
14,pcu+N180+E232,4625.52783203125
15,pcu+N65+E67,1170.3726806640625
16,pcu+N334+E121,5123.306640625
17,pcu+N205+E12,5060.80517578125
18,pcu+N394+E66,2002.143310546875
19,pcu+N49+E10,5208.1298828125
20,pcu+N240+E90,5007.232421875
21,pcu+N556+E187,4431.32666015625
22,pcu+N657+E122,4431.32666015625
23,pcu+N162+E13,4353.2001953125
24,pcu+N36+E57,4277.3056640625
25,pcu+N577+E68,4362.12890625
26,pcu+N425+E113,3973.7275390625
27,pcu+N668+E196,5288.48876953125
28,pcu+N489+E187,4842.05029296875
29,pcu+N341+E57,4076.408203125
30,pcu+N183+E216,2643.3408203125
31,pcu+N384+E96,4145.6064453125
32,pcu+N668+E181,4033.99658203125
33,pcu+N612+E131,1871.56005859375
34,pcu+N521+E216,3634.43408203125
35,pcu+N148+E182,3076.385986328125
36,pcu+N447+E184,2779.50439453125
37,pcu+N630+E166,2816.33544921875
38,pcu+N556+E175,1929.0390625
39,pcu+N173+E201,3643.36279296875
40,pcu+N135+E34,4112.12353515625
41,pcu+N250+E25,1295.2359619140625
42,pcu+N309+E190,3596.48681640625
43,pcu+N668+E188,4826.4248046875
44,pcu+N240+E2,5047.412109375
45,pcu+N295+E215,4571.955078125
46,pcu+N576+E193,3435.76904296875
47,pcu+N508+E159,3114.33349609375
48,pcu+N453+E78,4228.197265625
49,pcu+N152+E71,1904.4849853515625
50,pcu+N392+E220,4754.99462890625
51,pcu+N274+E163,5277.32763671875
52,pcu+N483+E88,4623.29541015625
53,pcu+N491+E152,4788.4775390625
54,pcu+N394+E115,1347.83203125
55,pcu+N560+E171,2991.562744140625
56,pcu+N504+E83,4766.15576171875
57,pcu+N489+E104,4458.11328125
58,pcu+N116+E69,1958.61572265625
59,pcu+N222+E171,3732.65087890625
60,pcu+N328+E159,3554.0751953125
61,pcu+N33+E116,4205.87548828125
62,pcu+N30+E4,3817.47412109375
63,pcu+N494+E9,5319.7392578125
64,pcu+N59+E128,2349.807373046875
65,pcu+N691+E225,4884.4619140625
66,pcu+N162+E83,5402.33056640625
67,pcu+N555+E179,4415.70166015625
68,pcu+N630+E71,2296.23486328125
69,pcu+N314+E174,4525.0791015625
70,pcu+N264+E40,3400.05419921875
71,pcu+N480+E38,4482.66748046875
72,pcu+N148+E190,4404.54052734375
73,pcu+N49+E184,739.5595092773438
74,pcu+N139+E91,4241.59033203125
75,pcu+N690+E215,4071.94384765625
76,pcu+N465+E80,4471.50634765625
77,pcu+N274+E203,5475.99267578125
78,pcu+N576+E26,3253.84521484375
79,pcu+N65+E131,1195.5545654296875
80,pcu+N41+E234,3917.9228515625
81,pcu+N552+E34,4284.001953125
82,pcu+N590+E108,1915.087890625
83,pcu+N214+E158,3302.95361328125
84,pcu+N222+E17,5085.359375
85,pcu+N314+E82,4868.83642578125
86,pcu+N274+E28,5571.97705078125
87,pcu+N548+E198,4223.73291015625
88,pcu+N453+E43,2112.078857421875
89,pcu+N612+E223,5176.87890625
90,pcu+N314+E163,4725.97607421875
91,pcu+N180+E206,2902.27490234375
92,pcu+N394+E1,4893.390625
93,pcu+N613+E52,3725.9541015625
94,pcu+N438+E220,2324.13720703125
95,pcu+N55+E219,4757.22705078125
96,pcu+N143+E215,4357.66455078125
97,pcu+N691+E218,4136.67724609375
98,pcu+N264+E131,1196.0428466796875
99,pcu+N576+E212,1223.8057861328125
100,pcu+N613+E107,5429.11669921875
101,pcu+N574+E42,5199.201171875
102,pcu+N521+E5,4511.68603515625
103,pcu+N382+E102,625.15966796875
104,pcu+N101+E28,4659.0107421875
105,pcu+N678+E95,4237.1259765625
106,pcu+N33+E89,1824.68408203125
107,pcu+N250+E220,2115.9853515625
108,pcu+N613+E118,4984.91064453125
109,pcu+N33+E233,4114.35546875
110,pcu+N529+E64,4717.04736328125
111,pcu+N509+E212,1609.277587890625
112,pcu+N152+E167,310.69952392578125
113,pcu+N486+E114,4868.83642578125
114,pcu+N265+E68,4031.7646484375
115,pcu+N37+E186,2550.70458984375
116,pcu+N465+E211,2635.528076171875
117,pcu+N334+E98,4612.13427734375
118,pcu+N167+E95,2824.1484375
119,pcu+N289+E149,2340.878662109375
120,pcu+N290+E132,2143.8876953125
121,pcu+N33+E73,3165.673828125
122,pcu+N334+E39,5350.990234375
123,pcu+N486+E137,3721.48974609375
124,pcu+N442+E115,1494.04052734375
125,pcu+N328+E1,5201.43310546875
126,pcu+N162+E34,5036.2509765625
127,pcu+N105+E50,2433.5146484375
128,pcu+N135+E155,3513.89599609375
129,pcu+N108+E71,3282.86376953125
130,pcu+N569+E128,2805.1748046875
131,pcu+N173+E70,2223.6884765625
132,pcu+N339+E150,3902.29736328125
133,pcu+N667+E16,2159.512939453125
134,pcu+N568+E102,668.9664306640625
135,pcu+N406+E216,2433.5146484375
136,pcu+N555+E47,4239.3583984375
137,pcu+N613+E134,4683.564453125
138,pcu+N560+E12,5277.32763671875
139,pcu+N509+E68,3810.77734375
140,pcu+N77+E228,1782.83056640625
141,pcu+N442+E98,4281.77001953125
142,pcu+N593+E159,3145.583984375
143,pcu+N222+E177,4491.59619140625
144,pcu+N54+E178,3311.88232421875
145,pcu+N428+E151,2462.533203125
146,pcu+N691+E61,4112.12353515625
147,pcu+N657+E32,5163.48583984375
148,pcu+N234+E92,4192.482421875
149,pcu+N691+E198,3848.724609375
150,pcu+N47+E33,5808.58935546875
151,pcu+N274+E18,4092.03369140625
152,pcu+N264+E108,961.3836669921875
153,pcu+N182+E158,1492.366455078125
154,pcu+N49+E219,3359.87451171875
155,pcu+N33+E195,4116.587890625
156,pcu+N483+E141,5578.673828125
157,pcu+N505+E66,1897.788330078125
158,pcu+N16+E233,4172.392578125
159,pcu+N494+E113,4078.640625
160,pcu+N314+E135,4692.49365234375
161,pcu+N694+E119,3790.6875
162,pcu+N438+E119,3166.7900390625
163,pcu+N555+E123,4377.75439453125
164,pcu+N30+E178,2964.7763671875
165,pcu+N612+E147,3877.7431640625
166,pcu+N646+E153,3243.80029296875
167,pcu+N222+E142,4909.01611328125
168,pcu+N480+E57,4116.587890625
169,pcu+N205+E68,4400.076171875
170,pcu+N576+E167,1211.110107421875
171,pcu+N428+E87,3232.6396484375
172,pcu+N306+E116,3355.41015625
173,pcu+N30+E3,2940.22216796875
174,pcu+N308+E52,1176.0926513671875
175,pcu+N16+E85,3464.78759765625
176,pcu+N139+E146,1877.140625
177,pcu+N465+E137,3061.876953125
178,pcu+N493+E34,3940.24462890625
179,pcu+N101+E45,3153.396484375
180,pcu+N222+E111,5520.63671875
181,pcu+N504+E119,3094.24365234375
182,pcu+N135+E20,4741.6015625
183,pcu+N205+E128,2606.509521484375
184,pcu+N311+E113,3752.740234375
185,pcu+N518+E42,4413.46923828125
186,pcu+N570+E67,3232.6396484375
187,pcu+N148+E83,4920.17724609375
188,pcu+N521+E165,2693.56494140625
189,pcu+N85+E49,4449.1845703125
190,pcu+N341+E201,4210.33984375
191,pcu+N265+E69,1410.891357421875
192,pcu+N155+E85,2311.860107421875
193,pcu+N646+E80,3949.17333984375
194,pcu+N155+E152,4473.73876953125
195,pcu+N634+E51,-106.720458984375
196,pcu+N659+E183,2529.4990234375
197,pcu+N182+E146,1510.781982421875
198,pcu+N442+E158,2642.224609375
