,cif_id,accessible_surface_area
0,pcu+N16+E16,3060.7607421875
1,pcu+N680+E162,3850.95703125
2,pcu+N465+E148,4868.83642578125
3,pcu+N694+E85,3498.2705078125
4,pcu+N295+E234,4536.23974609375
5,pcu+N274+E162,4089.80126953125
6,pcu+N680+E222,5411.25927734375
7,pcu+N234+E47,5321.9716796875
8,pcu+N392+E180,4522.8466796875
9,pcu+N180+E47,4797.40625
10,pcu+N559+E47,5165.71826171875
11,pcu+N47+E222,5540.7265625
12,pcu+N628+E47,4699.18994140625
13,pcu+N274+E33,5652.3359375
14,pcu+N598+E205,2908.9716796875
15,pcu+N540+E167,1797.897705078125
16,pcu+N678+E180,3737.115234375
17,pcu+N222+E180,3953.6376953125
18,pcu+N240+E16,2492.667724609375
19,pcu+N392+E162,3940.24462890625
20,pcu+N657+E222,5034.01904296875
21,pcu+N574+E47,4696.9580078125
22,pcu+N47+E32,5451.43896484375
0,dia+N267+E24,6326.4580078125
1,dia+N219+E23,5964.84326171875
2,dia+N50+E24,5942.52099609375
3,dia+N256+E24,5853.2333984375
4,dia+N256+E219,4846.5146484375
5,dia+N68+E2,5897.87744140625
6,dia+N156+E113,5529.5654296875
7,dia+N398+E23,6071.98828125
8,dia+N697+E23,6121.0966796875
9,dia+N188+E68,5638.94287109375
10,dia+N310+E24,6250.5634765625
11,dia+N113+E23,5978.236328125
12,dia+N76+E68,6210.38427734375
13,dia+N697+E24,6286.27880859375
14,dia+N50+E113,6027.34423828125
15,dia+N76+E156,5871.0908203125
16,dia+N2+E23,6080.9169921875
17,dia+N188+E24,6107.703125
18,dia+N398+E50,4324.181640625
19,dia+N93+E24,6031.80859375
20,dia+N113+E219,4382.21875
21,dia+N68+E24,6192.52685546875
22,dia+N697+E68,5527.33349609375
23,dia+N267+E113,5768.41015625
24,dia+N113+E24,6045.2021484375
25,dia+N649+E76,4478.203125
26,dia+N2+E76,6107.703125
27,dia+N156+E23,5643.4072265625
28,dia+N93+E219,5951.44970703125
29,dia+N398+E188,5991.62939453125
30,dia+N2+E24,6045.2021484375
31,dia+N188+E156,5359.9189453125
32,dia+N649+E23,6027.34423828125
33,dia+N310+E23,6130.025390625
34,dia+N492+E188,5330.900390625
35,dia+N515+E47,6219.31298828125
36,dia+N307+E23,5942.52099609375
37,dia+N371+E188,4817.49609375
38,dia+N188+E50,4478.203125
39,dia+N50+E23,6005.0224609375
40,dia+N68+E156,4777.31689453125
41,dia+N398+E24,6027.34423828125
42,dia+N76+E23,6246.09912109375
43,dia+N68+E23,6179.13330078125
44,dia+N76+E32,6179.13330078125
45,dia+N156+E24,5600.99560546875
46,dia+N238+E2,6116.63232421875
47,dia+N76+E50,4786.24560546875
48,dia+N649+E24,6161.27587890625
49,dia+N307+E24,6022.8798828125
50,dia+N310+E76,4692.49365234375
51,dia+N156+E76,4112.12353515625
52,dia+N256+E23,5875.55517578125
53,dia+N649+E113,5458.13525390625
54,dia+N188+E23,5978.236328125
55,dia+N492+E24,5991.62939453125
56,dia+N371+E24,5509.4755859375
57,dia+N515+E3,6308.6005859375
58,dia+N238+E32,6036.2734375
59,dia+N93+E23,6018.41552734375
60,dia+N267+E32,6103.23876953125
61,dia+N697+E188,5357.6865234375
62,dia+N238+E23,6246.09912109375
63,dia+N492+E23,6116.63232421875
64,dia+N697+E50,3451.39453125
65,dia+N398+E68,5728.23046875
66,dia+N238+E156,5105.44921875
67,dia+N371+E23,5534.02978515625
68,dia+N76+E2,5888.94873046875
69,dia+N219+E24,5946.9853515625
0,acs+N489+E59,5616.62109375
1,acs+N574+E28,5194.73681640625
2,acs+N553+E22,5741.6240234375
3,acs+N489+E194,5295.18505859375
4,acs+N553+E9,5634.478515625
5,acs+N553+E7,5538.494140625
6,acs+N628+E1,5232.68408203125
7,acs+N574+E36,5181.34326171875
8,acs+N481+E10,5817.5185546875
9,acs+N536+E10,5449.20654296875
10,acs+N628+E33,5232.68408203125
