,cif_id,accessible_surface_area
0,pcu+N47+E30,5560.81640625
1,pcu+N668+E82,5074.1982421875
2,pcu+N483+E141,5525.10107421875
3,pcu+N274+E77,5373.31201171875
4,pcu+N657+E59,5237.1484375
5,pcu+N680+E229,5563.04833984375
6,pcu+N613+E6,5638.94287109375
7,pcu+N47+E9,5516.17236328125
8,pcu+N167+E1,5348.7578125
9,pcu+N574+E229,5440.27783203125
10,pcu+N595+E106,5388.9375
11,pcu+N148+E1,5473.7607421875
12,pcu+N392+E10,5500.546875
13,pcu+N483+E10,5692.515625
14,pcu+N341+E107,4585.34814453125
15,pcu+N162+E203,5317.50732421875
16,pcu+N598+E59,5208.1298828125
17,pcu+N213+E6,5275.095703125
18,pcu+N295+E36,5556.35205078125
19,pcu+N613+E1,5583.13818359375
20,pcu+N392+E6,5460.36767578125
21,pcu+N680+E39,5357.6865234375
22,pcu+N613+E41,5656.80029296875
23,pcu+N657+E6,5344.29345703125
24,pcu+N613+E33,5728.23046875
25,pcu+N678+E229,5353.22216796875
26,pcu+N489+E101,5275.095703125
27,pcu+N680+E1,5536.26220703125
28,pcu+N205+E28,5031.78662109375
29,pcu+N341+E39,5578.673828125
30,pcu+N16+E59,5125.53857421875
31,pcu+N678+E222,5386.705078125
32,pcu+N680+E59,5404.5625
33,pcu+N483+E106,5491.6181640625
34,pcu+N214+E106,5460.36767578125
35,pcu+N214+E77,5449.20654296875
36,pcu+N598+E203,5304.1142578125
37,pcu+N694+E203,4984.91064453125
38,pcu+N483+E33,5723.76611328125
39,pcu+N613+E68,5255.005859375
40,pcu+N47+E82,5478.22509765625
41,pcu+N559+E90,5065.26953125
42,pcu+N613+E77,5596.53125
43,pcu+N483+E229,5386.705078125
44,pcu+N55+E141,5223.7548828125
45,pcu+N613+E22,5696.97998046875
46,pcu+N274+E33,5652.3359375
47,pcu+N16+E33,5531.7978515625
48,pcu+N392+E91,5172.41455078125
49,pcu+N240+E22,5505.01123046875
50,pcu+N483+E28,5554.11962890625
51,pcu+N465+E179,4281.77001953125
52,pcu+N47+E59,5406.794921875
53,pcu+N213+E9,5518.404296875
54,pcu+N222+E10,5525.10107421875
55,pcu+N392+E98,5275.095703125
56,pcu+N668+E229,5192.50439453125
57,pcu+N180+E90,5154.55712890625
58,pcu+N162+E225,5359.9189453125
59,pcu+N540+E111,4632.22412109375
60,pcu+N680+E106,5433.5810546875
61,pcu+N483+E126,5449.20654296875
62,pcu+N274+E96,5511.7080078125
63,pcu+N222+E83,5462.599609375
64,pcu+N678+E96,5259.47021484375
65,pcu+N559+E33,5683.5869140625
66,pcu+N309+E30,5188.0400390625
67,pcu+N234+E10,5493.8505859375
68,pcu+N680+E90,5315.27490234375
69,pcu+N180+E121,5489.38623046875
70,pcu+N595+E24,4842.05029296875
71,pcu+N47+E10,5551.88720703125
72,pcu+N392+E9,5415.7236328125
73,pcu+N694+E61,4792.94189453125
74,pcu+N694+E106,5388.9375
75,pcu+N559+E1,5520.63671875
76,pcu+N234+E33,5679.12255859375
77,pcu+N559+E6,5549.6552734375
78,pcu+N392+E4,5502.779296875
79,pcu+N222+E77,5547.4228515625
80,pcu+N180+E87,4951.427734375
81,pcu+N480+E3,4304.091796875
82,pcu+N105+E33,5384.47314453125
83,pcu+N47+E32,5451.43896484375
84,pcu+N598+E12,5420.18798828125
85,pcu+N392+E83,5478.22509765625
86,pcu+N406+E229,5366.615234375
87,pcu+N483+E97,5505.01123046875
88,pcu+N295+E12,5612.15673828125
89,pcu+N274+E10,5551.88720703125
90,pcu+N336+E223,5290.720703125
91,pcu+N628+E28,5375.54443359375
92,pcu+N521+E32,5268.39892578125
93,pcu+N47+E121,5505.01123046875
94,pcu+N180+E176,4801.87109375
95,pcu+N483+E91,5366.615234375
96,pcu+N222+E78,5509.4755859375
97,pcu+N85+E33,5826.447265625
0,dia+N2+E36,5835.3759765625
1,dia+N310+E12,6121.0966796875
2,dia+N238+E3,6107.703125
3,dia+N310+E37,4888.92626953125
4,dia+N2+E34,5978.236328125
5,dia+N708+E31,5853.2333984375
6,dia+N238+E31,6067.52392578125
7,dia+N307+E32,6063.0595703125
8,dia+N515+E35,6263.95703125
9,dia+N68+E33,5946.9853515625
10,dia+N310+E24,6250.5634765625
11,dia+N156+E3,5688.05126953125
12,dia+N267+E31,6009.48681640625
13,dia+N93+E24,6005.0224609375
14,dia+N2+E31,5955.9140625
15,dia+N113+E32,5938.056640625
16,dia+N2+E33,5786.267578125
17,dia+N515+E40,6210.38427734375
18,dia+N93+E32,5955.9140625
19,dia+N697+E34,6098.7744140625
20,dia+N2+E35,6036.2734375
21,dia+N113+E24,6018.41552734375
22,dia+N515+E38,6308.6005859375
23,dia+N238+E24,6219.31298828125
24,dia+N93+E35,6045.2021484375
25,dia+N76+E33,5960.37841796875
26,dia+N310+E39,5741.6240234375
27,dia+N708+E24,5960.37841796875
28,dia+N93+E34,6036.2734375
29,dia+N2+E24,6049.66650390625
30,dia+N492+E3,5835.3759765625
31,dia+N310+E31,6174.6689453125
32,dia+N238+E33,6054.130859375
33,dia+N76+E24,6183.59814453125
34,dia+N649+E23,6036.2734375
35,dia+N93+E33,5741.6240234375
36,dia+N50+E31,5750.552734375
37,dia+N515+E36,6165.740234375
38,dia+N76+E3,6241.634765625
39,dia+N113+E31,6112.16796875
40,dia+N492+E32,6179.13330078125
41,dia+N515+E47,6219.31298828125
42,dia+N188+E3,6013.951171875
43,dia+N310+E34,6237.17041015625
44,dia+N93+E31,5933.59228515625
45,dia+N307+E31,5808.58935546875
46,dia+N93+E3,6112.16796875
47,dia+N515+E24,6362.17333984375
48,dia+N310+E47,6183.59814453125
49,dia+N697+E32,5893.4130859375
50,dia+N719+E3,6165.740234375
51,dia+N68+E32,6138.9541015625
52,dia+N76+E34,6250.5634765625
53,dia+N649+E31,6094.31005859375
54,dia+N93+E36,5857.69775390625
55,dia+N68+E3,6179.13330078125
56,dia+N515+E21,6259.49267578125
57,dia+N76+E32,6170.20458984375
58,dia+N398+E3,6121.0966796875
59,dia+N68+E31,6103.23876953125
60,dia+N697+E31,6040.73779296875
61,dia+N515+E31,6232.7060546875
62,dia+N307+E24,6027.34423828125
63,dia+N267+E33,6067.52392578125
64,dia+N492+E31,6143.41845703125
65,dia+N515+E41,6076.45263671875
66,dia+N161+E24,6268.42138671875
67,dia+N2+E32,6138.9541015625
68,dia+N161+E32,6246.09912109375
69,dia+N267+E3,5915.73486328125
70,dia+N697+E3,6170.20458984375
71,dia+N492+E24,6009.48681640625
72,dia+N697+E33,6022.8798828125
73,dia+N697+E12,6138.9541015625
74,dia+N515+E39,5875.55517578125
75,dia+N435+E24,6098.7744140625
76,dia+N76+E35,6295.20751953125
77,dia+N310+E35,6214.8486328125
78,dia+N435+E31,5902.341796875
79,dia+N238+E32,6036.2734375
80,dia+N515+E34,6241.634765625
81,dia+N50+E3,5973.77197265625
82,dia+N238+E34,6147.8828125
83,dia+N267+E32,6103.23876953125
84,dia+N158+E24,6067.52392578125
85,dia+N310+E36,6174.6689453125
86,dia+N161+E3,6263.95703125
87,dia+N515+E37,5181.34326171875
88,dia+N649+E32,6058.59521484375
89,dia+N238+E35,6241.634765625
90,dia+N435+E23,6063.0595703125
91,dia+N310+E32,6161.27587890625
92,dia+N515+E33,6067.52392578125
93,dia+N76+E31,6179.13330078125
