,cif_id,accessible_volume_volume_fraction
0,pcu+N475+E135,0.7570050954818726
1,pcu+N475+E226,0.4708341062068939
2,pcu+N475+E89,0.4238290786743164
3,pcu+N135+E226,0.3522024154663086
4,pcu+N226+E135,0.8266173601150513
5,pcu+N226+E89,0.5987269282341003
6,pcu+N135+E89,0.3880157470703125
0,rtl+N130+N6,0.3276926279067993
1,rtl+N176+N240,0.47905999422073364
2,rtl+N225+N240,0.3752572536468506
3,rtl+N495+N6,0.33888429403305054
4,rtl+N225+N6,0.35018789768218994
5,rtl+N176+N475,0.35992467403411865
6,rtl+N277+N475,0.3434728980064392
7,rtl+N277+N612,0.4741916060447693
8,rtl+N277+N6,0.3248947262763977
9,rtl+N130+N382,0.4177855849266052
10,rtl+N495+N612,0.42718660831451416
11,rtl+N225+N475,0.3408988118171692
12,rtl+N277+N49,0.4853273332118988
13,rtl+N130+N622,0.43043217062950134
14,rtl+N495+N475,0.31694865226745605
15,rtl+N130+N667,0.42024776339530945
16,rtl+N176+N6,0.3708924949169159
17,rtl+N495+N240,0.3481733798980713
18,rtl+N225+N612,0.468092143535614
19,rtl+N196+N622,0.5200214982032776
20,rtl+N277+N494,0.39596182107925415
21,rtl+N225+N494,0.39305198192596436
22,rtl+N495+N659,0.43009641766548157
23,rtl+N495+N382,0.37615257501602173
24,rtl+N495+N667,0.3706686496734619
0,cds+N575+N688,0.3439205586910248
1,cds+N688+E89,0.45913881063461304
2,cds+N688+N575,0.36193913221359253
0,bcu+N175+E79,0.49769410490989685
1,bcu+N175+E226,0.4323347508907318
2,bcu+N615+E89,0.34022730588912964
3,bcu+N374+E79,0.433509886264801
4,bcu+N121+E115,0.4098395109176636
5,bcu+N217+E79,0.4081607460975647
6,bcu+N120+E115,0.40323641896247864
7,bcu+N331+E89,0.36574432253837585
8,bcu+N21+E226,0.4598103165626526
9,bcu+N217+E115,0.40043848752975464
10,bcu+N374+E115,0.397640585899353
11,bcu+N21+E115,0.4895801544189453
12,bcu+N615+E226,0.44028085470199585
