,cif_id,density
0,pcu+N680+E215,0.13457655906677246
1,pcu+N425+E127,0.7135007381439209
2,pcu+N314+E177,0.29045963287353516
3,pcu+N55+E29,0.2943812608718872
4,pcu+N308+E205,0.9904627799987793
5,pcu+N475+E118,0.4884997606277466
6,pcu+N559+E18,0.49732333421707153
7,pcu+N155+E49,0.4728134274482727
8,pcu+N334+E72,0.5835981965065002
9,pcu+N630+E135,0.3532050848007202
10,pcu+N123+E181,0.4541859030723572
11,pcu+N221+E142,0.5762452483177185
12,pcu+N668+E42,0.1267334222793579
13,pcu+N666+E43,0.6904614567756653
14,pcu+N657+E8,0.18359649181365967
15,pcu+N694+E153,0.3355579376220703
16,pcu+N234+E178,0.18751800060272217
17,pcu+N598+E142,0.22771430015563965
18,pcu+N220+E43,0.8649719953536987
19,pcu+N598+E44,0.3532050848007202
20,pcu+N105+E120,0.37085211277008057
21,pcu+N548+E26,0.3850679397583008
22,pcu+N480+E232,0.27281248569488525
23,pcu+N265+E171,0.8389915227890015
24,pcu+N234+E179,0.12869417667388916
25,pcu+N221+E67,0.8892368078231812
26,pcu+N214+E27,0.3335970640182495
27,pcu+N49+E149,0.9708548784255981
28,pcu+N690+E118,0.3061460256576538
29,pcu+N509+E146,0.9348253011703491
30,pcu+N508+E96,0.23751819133758545
31,pcu+N540+E43,0.4492838978767395
32,pcu+N308+E201,0.4777153730392456
33,pcu+N273+E160,0.47967618703842163
34,pcu+N283+E174,0.31300878524780273
35,pcu+N55+E182,0.42428380250930786
36,pcu+N598+E224,0.17477285861968994
37,pcu+N475+E134,0.5654608607292175
38,pcu+N659+E118,0.5669314861297607
39,pcu+N106+E134,0.47477418184280396
40,pcu+N570+E86,0.18359649181365967
41,pcu+N373+E201,0.6012453436851501
42,pcu+N213+E37,0.36693060398101807
43,pcu+N494+E180,0.6272258758544922
44,pcu+N442+E147,0.36987173557281494
45,pcu+N240+E96,0.2179102897644043
46,pcu+N630+E72,0.6110492944717407
47,pcu+N465+E58,0.9370311498641968
48,pcu+N155+E139,1.177841067314148
49,pcu+N567+E162,1.1044338941574097
50,pcu+N505+E32,0.3277146816253662
51,pcu+N666+E104,0.3473227024078369
52,pcu+N334+E163,0.27477335929870605
53,pcu+N221+E135,0.3860483169555664
54,pcu+N595+E14,0.3326166868209839
55,pcu+N250+E177,0.5242842435836792
56,pcu+N146+E104,0.4483035206794739
57,pcu+N666+E32,0.15810608863830566
58,pcu+N508+E221,0.2737928628921509
59,pcu+N559+E13,0.3179107904434204
60,pcu+N33+E171,0.5845786333084106
61,pcu+N373+E221,0.46202903985977173
62,pcu+N55+E155,0.13163542747497559
63,pcu+N213+E81,0.21594953536987305
64,pcu+N574+E96,0.15418457984924316
65,pcu+N143+E14,0.3502638339996338
66,pcu+N533+E14,0.46448004245758057
67,pcu+N622+E190,0.3218322992324829
68,pcu+N622+E86,0.4492838978767395
69,pcu+N690+E220,0.47036242485046387
70,pcu+N555+E154,0.2767341136932373
71,pcu+N521+E219,0.22575342655181885
72,pcu+N494+E228,0.6630103588104248
73,pcu+N491+E18,0.7674225568771362
74,pcu+N447+E155,0.23065543174743652
75,pcu+N273+E26,0.3733031749725342
76,pcu+N548+E92,0.6487945914268494
77,pcu+N295+E49,0.14732182025909424
78,pcu+N574+E38,0.17967486381530762
79,pcu+N59+E201,0.38849931955337524
80,pcu+N666+E179,0.23751819133758545
81,pcu+N680+E11,0.15222370624542236
82,pcu+N568+E130,0.47526443004608154
83,pcu+N65+E175,1.013747215270996
84,pcu+N85+E81,0.270851731300354
85,pcu+N577+E187,0.17183172702789307
86,pcu+N205+E96,0.2296750545501709
87,pcu+N205+E122,0.2757537364959717
88,pcu+N493+E156,0.5635001063346863
89,pcu+N447+E176,0.1728121042251587
90,pcu+N273+E67,0.7355597019195557
91,pcu+N576+E43,0.8066384196281433
92,pcu+N220+E38,0.45663684606552124
93,pcu+N205+E86,0.3208519220352173
94,pcu+N37+E53,0.46300941705703735
95,pcu+N135+E177,0.6115395426750183
96,pcu+N265+E57,0.5860491991043091
97,pcu+N108+E57,0.430656373500824
98,pcu+N476+E139,0.9262467622756958
99,pcu+N486+E224,0.23751819133758545
100,pcu+N55+E70,0.34045982360839844
101,pcu+N428+E219,0.6551671624183655
0,dia+N113+E221,0.03163492679595947
1,dia+N393+E221,0.0698704719543457
2,dia+N461+E221,0.0796743631362915
3,dia+N649+E221,0.053203701972961426
4,dia+N73+E221,0.0061446428298950195
5,dia+N215+E221,0.11104714870452881
6,dia+N385+E221,0.12477266788482666
7,dia+N156+E221,0.10810589790344238
8,dia+N327+E221,0.19143962860107422
9,dia+N115+E221,0.025752544403076172
10,dia+N371+E221,0.11790990829467773
11,dia+N492+E221,0.0796743631362915
12,dia+N700+E221,0.07477247714996338
13,dia+N238+E221,0.020850658416748047
14,dia+N562+E221,0.14241981506347656
15,dia+N109+E221,0.12085103988647461
16,dia+N434+E221,0.07477247714996338
17,dia+N76+E221,-0.009541630744934082
18,dia+N627+E221,0.11790990829467773
19,dia+N697+E221,0.016929030418395996
20,dia+N346+E221,0.07673323154449463
21,dia+N164+E221,0.10026276111602783
0,acs+N232+E154,0.3326166868209839
1,acs+N92+E188,0.2826164960861206
2,acs+N667+E81,0.5081076622009277
3,acs+N343+E156,0.3816365599632263
4,acs+N489+E215,0.16300809383392334
5,acs+N343+E11,0.24634182453155518
6,acs+N554+E143,0.32575392723083496
7,acs+N308+E183,0.664971113204956
8,acs+N447+E81,0.21300828456878662
9,acs+N691+E53,0.4595780372619629
10,acs+N433+E199,0.35222458839416504
11,acs+N489+E48,0.4497740864753723
12,acs+N179+E104,0.24242019653320312
13,acs+N9+E135,0.4017346501350403
14,acs+N422+E159,0.4561466574668884
15,acs+N489+E118,0.22477304935455322
16,acs+N481+E143,0.329675555229187
17,acs+N428+E137,0.906883955001831
18,acs+N422+E18,0.5610491037368774
19,acs+N628+E48,0.6983045935630798
20,acs+N134+E26,0.3512442111968994
21,acs+N308+E120,0.6331082582473755
22,acs+N400+E14,0.7600696086883545
23,acs+N400+E120,0.8429130911827087
24,acs+N232+E156,0.4296759366989136
25,acs+N645+E160,0.41251903772354126
26,acs+N86+E135,0.2620280981063843
27,acs+N536+E143,0.40124446153640747
28,acs+N343+E143,0.4728134274482727
29,acs+N198+E127,0.5585981011390686
30,acs+N628+E160,0.3267343044281006
31,acs+N536+E48,0.6703633069992065
32,acs+N232+E73,0.6551671624183655
33,acs+N589+E116,0.21496915817260742
34,acs+N574+E142,0.19143962860107422
35,acs+N691+E81,0.5301666259765625
36,acs+N422+E92,0.48016637563705444
37,acs+N308+E147,0.4272249937057495
38,acs+N134+E66,0.579676628112793
39,acs+N308+E45,0.649774968624115
40,acs+N574+E195,0.2061455249786377
41,acs+N667+E145,0.581637442111969
42,acs+N645+E130,0.4443818926811218
43,acs+N400+E153,0.7522264122962952
44,acs+N589+E63,0.6679123044013977
45,acs+N198+E143,0.33065593242645264
46,acs+N489+E190,0.18555724620819092
47,acs+N489+E142,0.2081063985824585
48,acs+N481+E174,0.2355574369430542
49,acs+N433+E53,0.22771430015563965
50,acs+N270+E142,0.41251903772354126
51,acs+N179+E143,0.38359731435775757
52,acs+N428+E143,0.7688931822776794
53,acs+N442+E86,0.36006784439086914
54,acs+N554+E145,0.27183210849761963
55,acs+N86+E134,0.34928345680236816
56,acs+N589+E160,0.39879345893859863
57,acs+N645+E199,0.43457794189453125
58,acs+N667+E48,0.993403971195221
59,acs+N92+E112,0.27183210849761963
60,acs+N265+E199,0.579676628112793
61,acs+N9+E215,0.3571265935897827
62,acs+N691+E80,0.281636118888855
63,acs+N447+E85,0.3277146816253662
64,acs+N554+E193,0.22673392295837402
65,acs+N125+E199,0.43997013568878174
66,acs+N574+E177,0.23947906494140625
67,acs+N541+E10,0.011046648025512695
68,acs+N536+E118,0.32477355003356934
69,acs+N589+E150,0.30124402046203613
70,acs+N343+E181,0.3159499168395996
71,acs+N400+E145,0.7340890765190125
72,acs+N92+E158,0.7399714589118958
73,acs+N328+E199,0.2061455249786377
74,acs+N270+E48,0.7723245620727539
75,acs+N442+E195,0.4375191330909729
76,acs+N574+E154,0.14830219745635986
77,acs+N92+E126,0.16791009902954102
78,acs+N198+E186,0.5311470031738281
79,acs+N232+E202,0.6865398287773132
80,acs+N343+E186,0.5958531498908997
81,acs+N447+E145,0.21692991256713867
82,acs+N433+E159,0.4718329906463623
83,acs+N574+E81,0.22281229496002197
84,acs+N92+E76,0.6414415836334229
85,acs+N667+E160,0.592911958694458
86,acs+N667+E221,0.4791859984397888
87,acs+N268+E142,0.32477355003356934
88,acs+N328+E137,0.281636118888855
