,cif_id,largest_cavity_diameter
0,pcu+N659+E51,4.701972961425781
1,pcu+N334+E184,6.422862529754639
2,pcu+N382+E51,5.851625442504883
3,pcu+N406+E51,7.462320327758789
4,pcu+N49+E184,5.290520668029785
5,pcu+N622+E165,5.1452836990356445
6,pcu+N533+E89,3.5738532543182373
7,pcu+N105+E226,6.7742390632629395
8,pcu+N264+E108,4.686774253845215
9,pcu+N135+E184,3.224271059036255
10,pcu+N139+E212,5.277854919433594
11,pcu+N250+E115,5.241545677185059
12,pcu+N634+E51,3.244536876678467
13,pcu+N667+E184,5.948309421539307
14,pcu+N139+E51,4.47905158996582
15,pcu+N341+E184,6.4378509521484375
16,pcu+N634+E108,5.023690223693848
17,pcu+N250+E226,3.4708364009857178
18,pcu+N65+E108,5.2474565505981445
19,pcu+N290+E89,6.665390491485596
20,pcu+N135+E108,3.13645339012146
21,pcu+N324+E165,5.1452836990356445
22,pcu+N49+E108,4.009564399719238
23,pcu+N77+E51,5.836426258087158
24,pcu+N182+E51,4.028141021728516
25,pcu+N264+E184,5.371582984924316
26,pcu+N533+E51,5.889623165130615
27,pcu+N65+E51,4.747570991516113
28,pcu+N265+E51,6.189385890960693
29,pcu+N264+E51,5.618148326873779
30,pcu+N576+E51,6.036971092224121
31,pcu+N250+E51,4.764458656311035
32,pcu+N101+E51,5.599571704864502
33,pcu+N622+E51,5.159638404846191
34,pcu+N622+E184,5.609704494476318
35,pcu+N643+E51,5.419713973999023
36,pcu+N475+E212,4.0906267166137695
37,pcu+N567+E51,5.00595760345459
38,pcu+N49+E165,4.502694606781006
39,pcu+N529+E165,6.735528469085693
40,pcu+N49+E226,2.1535706520080566
41,pcu+N144+E184,5.640947341918945
42,pcu+N533+E115,5.293054103851318
43,pcu+N382+E184,5.4425129890441895
44,pcu+N634+E226,2.0893959999084473
45,pcu+N144+E51,5.590283393859863
46,pcu+N106+E184,7.464853763580322
47,pcu+N505+E165,5.616459846496582
48,pcu+N634+E138,5.065910339355469
49,pcu+N659+E165,5.453490257263184
50,pcu+N505+E51,4.718861103057861
51,pcu+N135+E138,4.0990705490112305
52,pcu+N475+E67,5.362294673919678
53,pcu+N139+E184,5.308253288269043
54,pcu+N334+E51,5.695833206176758
55,pcu+N379+E184,6.454105377197266
56,pcu+N54+E51,5.41211462020874
57,pcu+N475+E89,4.315237522125244
58,pcu+N568+E184,6.131966590881348
59,pcu+N643+E184,5.838537216186523
60,pcu+N634+E89,3.4286162853240967
61,pcu+N265+E184,5.770985126495361
62,pcu+N634+E217,3.442126750946045
63,pcu+N250+E184,4.664819717407227
64,pcu+N105+E51,7.619379043579102
65,pcu+N533+E138,5.949575901031494
66,pcu+N324+E138,5.373271942138672
67,pcu+N182+E89,2.7480289936065674
68,pcu+N152+E51,6.145899295806885
69,pcu+N135+E226,2.646700859069824
70,pcu+N49+E138,4.668197154998779
71,pcu+N77+E184,5.37411642074585
72,pcu+N49+E212,3.4860355854034424
73,pcu+N123+E184,5.116574287414551
74,pcu+N152+E184,5.681478500366211
75,pcu+N406+E184,5.3614501953125
76,pcu+N475+E165,4.462162971496582
77,pcu+N475+E184,4.25275182723999
78,pcu+N667+E51,5.72876501083374
79,pcu+N123+E226,4.5314040184021
80,pcu+N182+E165,4.674952507019043
81,pcu+N634+E184,3.8389952182769775
82,pcu+N135+E51,3.6498494148254395
83,pcu+N139+E108,4.891119003295898
84,pcu+N101+E184,6.57147741317749
85,pcu+N54+E184,7.138070583343506
86,pcu+N135+E165,4.553358554840088
87,pcu+N529+E51,6.929925441741943
88,pcu+N182+E184,4.462162971496582
89,pcu+N634+E115,3.953833818435669
90,pcu+N49+E51,3.2310264110565186
91,pcu+N65+E184,5.131773471832275
92,pcu+N41+E51,6.1463212966918945
93,pcu+N576+E226,5.479666709899902
94,pcu+N182+E108,4.975559234619141
95,pcu+N144+E89,4.794857025146484
96,pcu+N634+E67,5.1427507400512695
97,pcu+N379+E51,6.151387691497803
98,pcu+N123+E51,5.625748157501221
99,pcu+N309+E51,7.845678329467773
100,pcu+N341+E51,6.855301380157471
101,pcu+N49+E67,4.310171127319336
102,pcu+N41+E226,5.25421142578125
103,pcu+N309+E184,5.711032390594482
104,pcu+N106+E51,6.201207160949707
105,pcu+N49+E115,3.707268714904785
106,pcu+N505+E108,5.241545677185059
107,pcu+N290+E115,6.172075271606445
108,pcu+N567+E184,5.231412887573242
109,pcu+N324+E51,5.179903984069824
110,pcu+N250+E165,5.175682067871094
111,pcu+N475+E51,3.925124168395996
112,pcu+N634+E212,3.7545549869537354
113,pcu+N568+E51,6.297891139984131
114,pcu+N77+E226,4.284838676452637
115,pcu+N505+E115,4.982314109802246
116,pcu+N135+E115,3.707268714904785
0,dia+N164+E79,11.171774864196777
1,dia+N307+E205,17.6905517578125
2,dia+N310+E216,11.04680347442627
3,dia+N371+E162,10.543540000915527
4,dia+N492+E175,11.377808570861816
5,dia+N627+E52,12.941638946533203
6,dia+N649+E63,14.346723556518555
7,dia+N492+E88,12.380956649780273
8,dia+N113+E69,14.448051452636719
9,dia+N371+E58,11.627751350402832
10,dia+N113+E185,14.46156120300293
11,dia+N434+E217,10.66175651550293
12,dia+N34+E58,11.89458179473877
13,dia+N434+E173,11.293368339538574
14,dia+N310+E50,10.408435821533203
15,dia+N492+E84,11.901336669921875
16,dia+N310+E79,11.948623657226562
17,dia+N385+E108,10.351016998291016
18,dia+N164+E95,13.93465518951416
19,dia+N434+E204,11.023159980773926
20,dia+N73+E89,13.53609848022461
21,dia+N461+E185,12.306650161743164
22,dia+N385+E50,10.651623725891113
23,dia+N113+E67,13.630670547485352
24,dia+N109+E131,9.650163650512695
25,dia+N627+E69,12.472152709960938
26,dia+N238+E162,12.07021713256836
27,dia+N492+E71,11.360919952392578
28,dia+N215+E171,16.386795043945312
29,dia+N310+E132,14.238639831542969
30,dia+N492+E180,12.401222229003906
31,dia+N113+E131,13.573251724243164
32,dia+N109+E58,10.021699905395508
33,dia+N649+E212,11.04680347442627
34,dia+N371+E50,11.202173233032227
35,dia+N156+E19,14.873629570007324
36,dia+N109+E226,7.165935516357422
37,dia+N461+E205,13.792795181274414
38,dia+N113+E162,10.925209045410156
39,dia+N385+E79,10.459099769592285
40,dia+N385+E167,9.248229026794434
41,dia+N649+E89,8.890202522277832
42,dia+N627+E216,11.019783020019531
43,dia+N238+E84,15.596436500549316
44,dia+N109+E108,8.451114654541016
45,dia+N215+E102,11.823652267456055
46,dia+N310+E15,14.873629570007324
47,dia+N492+E69,10.300352096557617
48,dia+N398+E95,16.15036392211914
49,dia+N310+E165,10.864412307739258
50,dia+N492+E16,13.522586822509766
51,dia+N461+E44,15.589681625366211
52,dia+N697+E63,15.164103507995605
53,dia+N346+E48,13.738754272460938
54,dia+N627+E84,10.590826988220215
55,dia+N156+E70,16.77184295654297
56,dia+N113+E212,11.566953659057617
57,dia+N346+E108,12.24923038482666
58,dia+N492+E184,10.37466049194336
0,acs+N102+E151,9.710960388183594
1,acs+N691+E115,6.974678993225098
2,acs+N343+E204,6.679996013641357
3,acs+N691+E13,9.217830657958984
4,acs+N328+E162,6.62346076965332
5,acs+N308+E115,7.024498462677002
6,acs+N198+E52,8.765231132507324
7,acs+N667+E228,9.038817405700684
8,acs+N536+E67,8.248457908630371
9,acs+N125+E132,9.591055870056152
10,acs+N125+E67,9.356311798095703
11,acs+N400+E212,9.974413871765137
12,acs+N667+E131,8.126019477844238
13,acs+N328+E165,7.716485023498535
14,acs+N278+E108,5.925510406494141
15,acs+N265+E70,8.97126579284668
16,acs+N197+E95,9.119879722595215
17,acs+N265+E212,7.338193416595459
18,acs+N645+E186,9.324224472045898
19,acs+N287+E102,7.3086395263671875
20,acs+N400+E29,11.36767578125
21,acs+N489+E132,8.398761749267578
22,acs+N400+E102,7.593202590942383
23,acs+N489+E95,8.125175476074219
24,acs+N691+E16,8.392005920410156
25,acs+N86+E27,10.026766777038574
26,acs+N134+E119,9.96090316772461
27,acs+N442+E70,9.509993553161621
28,acs+N125+E182,8.002737045288086
29,acs+N270+E211,8.966198921203613
30,acs+N354+E108,6.6681084632873535
31,acs+N287+E16,9.248229026794434
32,acs+N102+E102,7.95798397064209
33,acs+N343+E29,8.55244255065918
34,acs+N421+E108,8.325298309326172
35,acs+N278+E88,12.201944351196289
36,acs+N308+E58,7.879454612731934
37,acs+N489+E131,8.382718086242676
38,acs+N667+E186,11.053558349609375
39,acs+N308+E139,6.786905288696289
40,acs+N489+E37,9.302270889282227
41,acs+N270+E44,7.659910202026367
42,acs+N92+E167,8.402138710021973
43,acs+N574+E228,8.832783699035645
44,acs+N667+E162,7.505384922027588
45,acs+N265+E79,7.966427803039551
46,acs+N198+E19,12.100616455078125
47,acs+N134+E95,8.822650909423828
48,acs+N574+E165,9.548835754394531
49,acs+N102+E158,8.90877914428711
50,acs+N691+E19,7.245309352874756
51,acs+N541+E220,10.378037452697754
52,acs+N554+E165,9.197565078735352
53,acs+N541+E102,7.474142074584961
54,acs+N179+E204,9.025306701660156
55,acs+N354+E180,7.934340476989746
56,acs+N489+E204,8.814207077026367
57,acs+N134+E206,8.674036026000977
58,acs+N481+E206,9.40022087097168
59,acs+N442+E165,8.734832763671875
60,acs+N265+E184,7.506651401519775
61,acs+N447+E173,6.681354999542236
62,acs+N343+E67,8.166550636291504
63,acs+N400+E16,12.982170104980469
64,acs+N265+E52,7.523117542266846
65,acs+N574+E211,13.34019660949707
66,acs+N270+E173,6.99726676940918
67,acs+N489+E212,7.6624436378479
68,acs+N270+E128,8.462935447692871
69,acs+N328+E88,7.85581111907959
70,acs+N354+E228,8.354007720947266
71,acs+N645+E43,9.825798988342285
72,acs+N447+E16,8.576086044311523
73,acs+N589+E173,8.180906295776367
74,acs+N328+E120,10.908321380615234
75,acs+N265+E84,6.968768119812012
76,acs+N447+E127,7.238131999969482
77,acs+N574+E138,8.86487102508545
78,acs+N232+E58,7.0428643226623535
79,acs+N232+E102,7.2858405113220215
80,acs+N270+E48,8.540620803833008
81,acs+N541+E52,9.069215774536133
82,acs+N574+E216,7.663288116455078
83,acs+N9+E13,6.202474117279053
84,acs+N9+E185,5.844448089599609
