,cif_id,accessible_volume
0,pcu+N678+E87,2.455526351928711
1,pcu+N691+E107,1.4587039947509766
2,pcu+N608+E5,1.3565223217010498
3,pcu+N373+E47,1.9218294620513916
4,pcu+N183+E134,0.8801647424697876
5,pcu+N289+E28,2.5569727420806885
6,pcu+N250+E222,1.0841604471206665
7,pcu+N289+E34,1.524864673614502
8,pcu+N504+E139,0.3781698942184448
9,pcu+N30+E114,1.7593679428100586
10,pcu+N555+E90,1.2771294116973877
11,pcu+N167+E2,2.4202404022216797
12,pcu+N234+E155,1.6101386547088623
13,pcu+N144+E28,2.4819905757904053
14,pcu+N180+E232,1.3778407573699951
15,pcu+N65+E67,0.24244844913482666
16,pcu+N334+E121,2.3805439472198486
17,pcu+N205+E12,2.352609395980835
18,pcu+N394+E66,0.36594855785369873
19,pcu+N49+E10,2.4099488258361816
20,pcu+N240+E90,1.505751609802246
21,pcu+N556+E187,0.9970487952232361
22,pcu+N657+E122,1.5476534366607666
23,pcu+N162+E13,1.2083957195281982
24,pcu+N36+E57,1.032702088356018
25,pcu+N577+E68,1.737314224243164
26,pcu+N425+E113,1.226773738861084
27,pcu+N668+E196,2.474639415740967
28,pcu+N489+E187,1.8725762367248535
29,pcu+N341+E57,0.9904327392578125
30,pcu+N183+E216,0.5544148683547974
31,pcu+N384+E96,1.2385356426239014
32,pcu+N668+E181,1.1753153800964355
33,pcu+N612+E131,0.26266422867774963
34,pcu+N521+E216,0.6860931515693665
35,pcu+N148+E182,0.4640640616416931
36,pcu+N447+E184,0.5546905398368835
37,pcu+N630+E166,0.6238836646080017
38,pcu+N556+E175,0.29427438974380493
39,pcu+N173+E201,0.809777021408081
40,pcu+N135+E34,1.441061019897461
41,pcu+N250+E25,0.2955608367919922
42,pcu+N309+E190,0.8849430084228516
43,pcu+N668+E188,1.4961950778961182
44,pcu+N240+E2,2.37172269821167
45,pcu+N295+E215,1.453558087348938
46,pcu+N576+E193,1.0830578804016113
47,pcu+N508+E159,0.6588937044143677
48,pcu+N453+E78,1.297712802886963
49,pcu+N152+E71,0.3041985034942627
50,pcu+N392+E220,1.3403496742248535
51,pcu+N274+E163,2.220288038253784
52,pcu+N483+E88,1.618224859237671
53,pcu+N491+E152,1.9380018711090088
54,pcu+N394+E115,0.2701992094516754
55,pcu+N560+E171,0.5625011920928955
56,pcu+N504+E83,1.8828680515289307
57,pcu+N489+E104,1.8674304485321045
58,pcu+N116+E69,0.30052289366722107
59,pcu+N222+E171,0.8185985088348389
60,pcu+N328+E159,0.7844154238700867
61,pcu+N33+E116,1.4844331741333008
62,pcu+N30+E4,1.7387845516204834
63,pcu+N494+E9,2.7583954334259033
64,pcu+N59+E128,0.45894119143486023
65,pcu+N691+E225,2.32761549949646
66,pcu+N162+E83,2.5922584533691406
67,pcu+N555+E179,1.3065341711044312
68,pcu+N630+E71,0.43040934205055237
69,pcu+N314+E174,1.5682368278503418
70,pcu+N264+E40,1.2852157354354858
71,pcu+N480+E38,1.302858591079712
72,pcu+N148+E190,0.9599252939224243
73,pcu+N49+E184,0.20128172636032104
74,pcu+N139+E91,1.2514002323150635
75,pcu+N690+E215,1.332998514175415
76,pcu+N465+E80,1.5924956798553467
77,pcu+N274+E203,2.555502414703369
78,pcu+N576+E26,0.8410196304321289
79,pcu+N65+E131,0.1702229380607605
80,pcu+N41+E234,1.0735012292861938
81,pcu+N552+E34,1.9034514427185059
82,pcu+N590+E108,0.35933247208595276
83,pcu+N214+E158,0.7121899127960205
84,pcu+N222+E17,2.080615282058716
85,pcu+N314+E82,2.1129605770111084
86,pcu+N274+E28,3.39206862449646
87,pcu+N548+E198,1.8968353271484375
88,pcu+N453+E43,0.36705124378204346
89,pcu+N612+E223,2.189412832260132
90,pcu+N314+E163,1.6704185009002686
91,pcu+N180+E206,0.5328207015991211
92,pcu+N394+E1,2.3687820434570312
93,pcu+N613+E52,0.7864370346069336
94,pcu+N438+E220,0.43096068501472473
95,pcu+N55+E219,1.810826301574707
96,pcu+N143+E215,1.364608645439148
97,pcu+N691+E218,1.4337098598480225
98,pcu+N264+E131,0.18933603167533875
99,pcu+N576+E212,0.26266422867774963
100,pcu+N613+E107,2.3217344284057617
101,pcu+N574+E42,2.2276391983032227
102,pcu+N521+E5,1.790977954864502
103,pcu+N382+E102,0.09211647510528564
104,pcu+N101+E28,2.2305796146392822
105,pcu+N678+E95,1.2128064632415771
106,pcu+N33+E89,0.3400355577468872
107,pcu+N250+E220,0.35492175817489624
108,pcu+N613+E118,1.6902666091918945
109,pcu+N33+E233,1.308004379272461
110,pcu+N529+E64,2.2555737495422363
111,pcu+N509+E212,0.24851317703723907
112,pcu+N152+E167,0.1906225085258484
113,pcu+N486+E114,1.9365317821502686
114,pcu+N265+E68,1.332998514175415
115,pcu+N37+E186,0.4553804397583008
116,pcu+N465+E211,0.5575391054153442
117,pcu+N334+E98,1.736579179763794
118,pcu+N167+E95,0.5617201328277588
119,pcu+N289+E149,0.45712634921073914
120,pcu+N290+E132,0.3208305835723877
121,pcu+N33+E73,0.6919741034507751
122,pcu+N334+E39,3.0406813621520996
123,pcu+N486+E137,0.7779831290245056
124,pcu+N442+E115,0.24042686820030212
125,pcu+N328+E1,2.880425453186035
126,pcu+N162+E34,2.390835762023926
127,pcu+N105+E50,0.39195340871810913
128,pcu+N135+E155,0.8827376961708069
129,pcu+N108+E71,0.6354618072509766
130,pcu+N569+E128,0.5920897126197815
131,pcu+N173+E70,0.3442625105381012
132,pcu+N339+E150,1.0007243156433105
133,pcu+N667+E16,0.3906669616699219
134,pcu+N568+E102,0.09064623713493347
135,pcu+N406+E216,0.4534737467765808
136,pcu+N555+E47,1.865225076675415
137,pcu+N613+E134,1.4528229236602783
138,pcu+N560+E12,2.574615478515625
139,pcu+N509+E68,1.130840539932251
140,pcu+N77+E228,0.31182536482810974
141,pcu+N442+E98,1.6586565971374512
142,pcu+N593+E159,0.8706082105636597
143,pcu+N222+E177,1.4285640716552734
144,pcu+N54+E178,0.7520701885223389
145,pcu+N428+E151,0.9676439762115479
146,pcu+N691+E61,1.466055154800415
147,pcu+N657+E32,2.0556211471557617
148,pcu+N234+E92,0.8853105902671814
149,pcu+N691+E198,1.8137667179107666
150,pcu+N47+E33,2.7348716259002686
151,pcu+N274+E18,1.1319432258605957
152,pcu+N264+E108,0.17003914713859558
153,pcu+N182+E158,0.23730260133743286
154,pcu+N49+E219,0.6702880859375
155,pcu+N33+E195,1.2341248989105225
156,pcu+N483+E141,2.390835762023926
157,pcu+N505+E66,0.3252412974834442
158,pcu+N16+E233,1.3006532192230225
159,pcu+N494+E113,1.2683079242706299
160,pcu+N314+E135,1.5586802959442139
161,pcu+N694+E119,0.8816350102424622
162,pcu+N438+E119,0.6191972494125366
163,pcu+N555+E123,1.1488510370254517
164,pcu+N30+E178,0.9058939218521118
165,pcu+N612+E147,0.9327257871627808
166,pcu+N646+E153,0.640056312084198
167,pcu+N222+E142,1.5182485580444336
168,pcu+N480+E57,0.9246394634246826
169,pcu+N205+E68,1.5329511165618896
170,pcu+N576+E167,0.2582535147666931
171,pcu+N428+E87,2.174710512161255
172,pcu+N306+E116,1.155834674835205
173,pcu+N30+E3,1.2521352767944336
174,pcu+N308+E52,0.23656746745109558
175,pcu+N16+E85,0.7651185393333435
176,pcu+N139+E146,0.31981977820396423
177,pcu+N465+E137,0.5986139178276062
178,pcu+N493+E34,1.3594627380371094
179,pcu+N101+E45,0.59291672706604
180,pcu+N222+E111,2.205585479736328
181,pcu+N504+E119,0.6816824674606323
182,pcu+N135+E20,1.8872787952423096
183,pcu+N205+E128,0.5356463193893433
184,pcu+N311+E113,1.1271649599075317
185,pcu+N518+E42,2.0306270122528076
186,pcu+N570+E67,0.9352987408638
187,pcu+N148+E83,2.105609178543091
188,pcu+N521+E165,0.5276059508323669
189,pcu+N85+E49,1.7873024940490723
190,pcu+N341+E201,0.966908872127533
191,pcu+N265+E69,0.24171331524848938
192,pcu+N155+E85,0.4544845223426819
193,pcu+N646+E80,1.2565460205078125
194,pcu+N155+E152,1.8137667179107666
195,pcu+N634+E51,0.08586794137954712
196,pcu+N659+E183,0.4859338700771332
197,pcu+N182+E146,0.2775503993034363
