,cif_id,accessible_volume
0,pcu+N475+E52,0.18143349885940552
1,pcu+N382+E173,0.20385465025901794
2,pcu+N382+E51,0.19778990745544434
3,pcu+N475+E162,0.18271997570991516
4,pcu+N382+E102,0.10975933074951172
5,pcu+N144+E139,0.21065449714660645
6,pcu+N475+E182,0.2180057168006897
7,pcu+N144+E128,0.26284801959991455
8,pcu+N475+E138,0.20569244027137756
9,pcu+N144+E205,0.27736663818359375
10,pcu+N382+E204,0.25494545698165894
11,pcu+N382+E18,0.31182536482810974
12,pcu+N382+E167,0.2240704596042633
13,pcu+N382+E217,0.18694689869880676
14,pcu+N382+E226,0.16232040524482727
15,pcu+N382+E52,0.29611217975616455
16,pcu+N144+E102,0.05536046624183655
17,pcu+N382+E63,0.3454570770263672
18,pcu+N475+E63,0.2360161542892456
19,pcu+N144+E165,0.27920442819595337
20,pcu+N382+E115,0.27736663818359375
21,pcu+N475+E95,0.20054662227630615
22,pcu+N382+E182,0.3109983503818512
23,pcu+N382+E108,0.1922765076160431
24,pcu+N475+E115,0.21947595477104187
25,pcu+N382+E128,0.3016255795955658
26,pcu+N144+E204,0.25421035289764404
27,pcu+N144+E58,0.18602800369262695
28,pcu+N144+E48,0.29372304677963257
29,pcu+N475+E69,0.1498233675956726
30,pcu+N144+E95,0.24336734414100647
31,pcu+N475+E212,0.17150938510894775
32,pcu+N144+E115,0.23730260133743286
33,pcu+N382+E48,0.2711181044578552
34,pcu+N475+E173,0.16544464230537415
35,pcu+N144+E67,0.24685916304588318
36,pcu+N382+E212,0.2889447510242462
37,pcu+N475+E180,0.20753026008605957
38,pcu+N144+E184,0.22921627759933472
39,pcu+N144+E131,0.20587623119354248
40,pcu+N382+E165,0.30364716053009033
41,pcu+N382+E184,0.2077140212059021
42,pcu+N144+E51,0.13971546292304993
43,pcu+N382+E50,0.26615604758262634
44,pcu+N382+E89,0.16470953822135925
45,pcu+N144+E50,0.24428623914718628
46,pcu+N382+E138,0.27148568630218506
47,pcu+N475+E18,0.25512924790382385
48,pcu+N144+E63,0.2972148656845093
49,pcu+N475+E67,0.21910840272903442
50,pcu+N144+E182,0.28747451305389404
51,pcu+N475+E217,0.16544464230537415
52,pcu+N475+E89,0.11527273058891296
53,pcu+N144+E69,0.23050275444984436
54,pcu+N144+E217,0.20716270804405212
55,pcu+N144+E206,0.1744498610496521
56,pcu+N475+E48,0.17261207103729248
57,pcu+N475+E167,0.16452574729919434
58,pcu+N475+E131,0.22112995386123657
59,pcu+N475+E185,0.12391039729118347
60,pcu+N382+E162,0.24722671508789062
61,pcu+N144+E52,0.2384052872657776
62,pcu+N382+E205,0.2939068078994751
63,pcu+N144+E162,0.22370287775993347
64,pcu+N475+E165,0.22112995386123657
65,pcu+N475+E184,0.1531313955783844
66,pcu+N475+E50,0.17775791883468628
67,pcu+N475+E108,0.10939177870750427
68,pcu+N475+E205,0.1829037368297577
69,pcu+N382+E67,0.2529239058494568
70,pcu+N144+E226,0.0627116858959198
71,pcu+N475+E58,0.11012688279151917
72,pcu+N475+E204,0.14136949181556702
73,pcu+N144+E185,0.10975933074951172
74,pcu+N144+E138,0.3008904457092285
75,pcu+N144+E180,0.25108611583709717
76,pcu+N382+E95,0.27993953227996826
77,pcu+N382+E131,0.18345507979393005
78,pcu+N382+E206,0.23031896352767944
79,pcu+N382+E185,0.14761799573898315
80,pcu+N144+E108,0.1950332224369049
81,pcu+N382+E69,0.2529239058494568
82,pcu+N475+E128,0.23895663022994995
83,pcu+N144+E167,0.2428160011768341
84,pcu+N144+E18,0.32138192653656006
85,pcu+N475+E206,0.1446775197982788
86,pcu+N144+E89,0.15515297651290894
87,pcu+N382+E139,0.22609201073646545
88,pcu+N475+E102,0.07851675152778625
89,pcu+N144+E173,0.20532488822937012
90,pcu+N144+E212,0.23289188742637634
